ID,Voting_Intention,EUREF_Int,EUREF_SQUEEZE,EUREF_likely,Optimism,Immigration,political_attention,Newspaper_Often,Newspaper_Read,TV_News,SOAPS_Eastenders,SOAPS_CoronationStreet,SOAPS_Hollyoaks,SOAPS_Emmerdale,PhoneResponse_Landline,PhoneResponse_Mobile,voted2015,pastvote_2015,Age,house_tenure,work_stat,work_type,gender,GOR,supermarket,Age_Gender,socialgrade_single,socialgrade_matrix,education_age,profile_education_level,pvbyregion_w8,bpcagegeneduc_w8,Socgrade_matrix_w8,threeway_attention_w8,respdate,W8
1001,7,2,9,11,3,2,8,2,99,7,2,2,2,2,4,4,1,6,63,1,6,1,1,5,16,3,1,1,1,18,29,3,1,2,5/2/2016,.91706991797688
1002,9,2,9,11,1,3,5,2,99,1,2,2,2,2,2,2,1,2,56,1,4,3,2,1,21,7,1,3,3,11,2,12,2,2,5/7/2016,.904208809643802
1003,4,2,9,11,1,2,3,2,99,1,2,2,2,2,5,3,1,6,60,1,1,6,1,4,99,3,2,4,1,19,22,3,3,1,5/7/2016,1.31887101580526
1004,4,2,9,11,1,2,8,1,7,1,2,1,2,2,1,3,1,6,58,1,4,3,2,4,16,7,1,5,2,9,22,13,4,2,5/2/2016,1.0190817594788
1005,4,2,9,11,1,2,9,1,18,3,2,2,2,2,1,4,1,6,81,5,6,3,2,1,22,8,1,6,1,9,4,10,4,3,5/1/2016,.923420391776976
1006,1,1,9,11,2,1,11,1,2,6,2,2,2,2,3,3,1,1,72,1,6,1,1,5,22,4,1,2,5,17,25,1,1,3,5/11/2016,.938072964938139
1007,8,2,9,11,2,3,9,1,4,7,2,2,2,2,5,3,1,9,20,7,5,7,1,4,24,1,2,1,6,20,23,9,1,3,5/1/2016,.686737058478977
1008,5,2,9,11,3,2,3,2,99,1,2,1,2,1,2,2,1,4,53,2,1,6,1,5,22,3,2,4,2,20,28,3,3,1,5/6/2016,1.4982871680368
1009,2,1,9,9,4,4,5,2,99,1,2,2,2,2,5,3,1,2,19,9,5,4,2,1,2,5,2,3,6,11,2,18,2,2,5/9/2016,1.00656397814451
1010,7,1,9,11,2,4,7,2,99,1,2,2,2,2,2,3,1,7,25,4,5,7,2,6,22,6,2,5,3,11,35,15,4,2,5/11/2016,.80477212151509
1011,3,1,9,11,3,3,9,1,14,1,2,2,2,2,1,2,1,2,53,9,1,1,1,5,21,3,1,2,5,16,26,2,1,3,5/5/2016,.849689468115947
1012,7,3,1,11,1,1,9,1,5,7,2,2,2,2,5,3,1,9,46,5, ,5,1,1,23,2,2,6,2,11,5,6,4,3,5/7/2016,.755309021757443
1013,5,1,9,11,3,2,6,2,99,3,2,1,2,1,1,3,1,4,74,6,6,7,1,5,2,4,2,5,2,1,28,1,4,2,5/4/2016,1.011734107581
1014,3,1,9,11,1,3,11,2,99,1,2,2,2,2,2,1,1,3,72,1,6,2,1,3,1,4,1,5,3,11,15,1,4,3,5/11/2016,.980381594776645
1015,8,2,9,11,1,2,3,2,99,3,2,1,2,1,1,1,1,1,65,5,6,7,1,1,95,4,2,6,1,1,1,1,4,1,5/6/2016,1.23550513358533
1016,2,1,9,11,1,2,8,1,7,1,2,1,2,1,5,4,1,2,52,5,2,3,2,4,1,7,1,5,3,11,20,12,4,2,4/30/2016,1.02346651796268
1017,1,1,9,10,3,2,6,2,99,5,2,2,2,1,1,2,1,3,76,1,6,6,1,5,2,4,2,4,1,5,27,1,3,2,5/8/2016,1.36201585280228
1018,9,2,9,11,1,2,6,2,99,7,2,1,2,2,1,1,1,1,65,1,6,2,2,4,1,8,1,3,3,4,19,10,2,2,4/30/2016,.816540238804811
1019,2,1,9,11,1,3,9,1,4,7,2,2,2,2,2,4,1,2,52,2,1,1,2,4,1,7,1,2,5,17,20,11,1,3,5/1/2016,.924525699011641
1020,4,2,9,11,1,2,9,1,12,1,2,2,2,2,3,3,1,6,67,4,6,2,1,4,12,4,1,1,2,20,22,1,1,3,5/11/2016,.805494605078711
1021,3,1,9,11,1,1,8,1,4,1,2,2,2,2,1,1,1,3,69,1,6,1,1,6,22,4,1,1,5,16,32,1,1,2,5/8/2016,.706041252584152
1022,8,4,9,1,1,2,1,2,99,3,1,1,2,1,5,4,2, ,45,2,4,7,1,4,22,2,2,4,1,9,24,7,3,1,5/1/2016,1.41116730706586
1023,4,2,9,11,1,2,1,2,99,1,2,2,2,2,1,3,1,1,71,1,6,5,1,1,22,4,2,3,1,5,1,1,2,1,5/1/2016,1.10928885282545
1024,9,3,3,11,4,2,4,2,99,7,2,2,2,2,1,1,1,3,55,1,4,3,2,1,24,7,1,6,2,18,3,12,4,2,5/11/2016,1.00317976007361
1025,2,1,9,11,1,3,9,1,9,1,1,1,2,1,2,4,1,2,72,1,6,1,1,4,22,4,1,3,5,16,20,1,2,3,4/30/2016,.759887749442581
1026,7,3,3,11,1,3,6,2,99,1,2,2,2,2,3,4,1,9,67,1,6,5,1,1,16,4,2,1,1,18,5,1,1,2,5/7/2016,.651515681441245
1027,8,3,3,3,1,2,3,2,99,1,1,1,1,1,4,4,2, ,26,8,2,7,2,5,23,6,2,1,6,12,29,15,1,1,5/9/2016,1.07319722076329
1028,8,3,3,6,3,3,6,2,99,7,2,2,2,2,5,2,2, ,58,4,1,1,1,1,21,3,2,1,5,16,6,2,1,2,5/10/2016,.895764452542806
1029,2,1,9,11,1,3,6,1,4,1,2,2,2,2,2,3,1,2,49,2,2,1,2,4,21,6,1,2,5,16,20,14,1,2,4/29/2016,.891792798227969
1030,1,3,1,11,3,3,11,1,14,5,2,2,2,2,2,4,1,1,51,1,6,2,1,1,24,3,1,5,2,12,1,3,4,3,5/10/2016,1.09975266326678
1031,2,1,9,11,3,1,9,1,18,1,2,2,2,2,1,1,1,2,70,1,6,2,1,2,16,4,1,2,4,18,8,1,1,3,5/11/2016,.84398001091707
1032,2,2,9,11,1,3,9,1,4,1,2,2,2,2,1,1,1,2,51,4,2,1,1,4,95,3,1,6,5,18,20,3,4,3,5/8/2016,.966485170088921
1034,1,3,2,8,3,2,7,2,99,1,2,2,2,2,3,3,1,1,48,1,2,3,2,1,22,6,1,3,5,16,1,14,2,2,5/11/2016,.981378117111978
1035,1,2,9,11,3,3,9,1,7,3,2,2,2,2,2,3,1,1,73,1,6,2,1,3,16,4,1,2,2,9,13,1,1,3,4/29/2016,.886282042711241
1036,2,1,9,11,2,1,9,2,99,1,2,1,2,1,2,4,1,2,64,1,6,2,1,1,16,3,1,6,2,6,2,3,4,3,4/29/2016,.951021191587741
1037,1,1,9,11,3,1,8,2,99,1,2,2,2,2,2,2,1,7,56,1,1,3,1,5,1,3,1,4,1,1,29,4,3,2,5/11/2016,.994740742335598
1038,2,1,9,11,1,3,7,1,4,3,2,2,2,2,1,3,1,2,70,1,6,1,2,4,1,8,1,2,4,18,20,10,1,2,5/1/2016,.779497502219237
1039,9,4,9,4,4,2,7,1,18,5,2,2,2,2,3,3,2, ,40,4,1,5,1,3,2,2,2,3,5,18,18,6,2,2,5/5/2016,.92806840815875
1040,1,2,9,11,3,2,11,1,7,1,2,2,2,2,2,3,1,1,75,1,6,1,1,1,21,4,1,4,3,11,1,1,3,3,4/29/2016,.999252294060125
1041,1,1,9,11,3,1,8,1,13,7,2,2,2,2,2,1,1,1,53,2,1,1,1,3,22,3,1,2,5,16,13,2,1,2,5/7/2016,1.036255716777
1042,4,2,9,11,3,3,6,1,7,5,2,2,2,2,1,2,1,1,72,1,6,3,1,3,16,4,1,5,1,1,13,1,4,2,5/7/2016,.97990273355141
1043,5,3,3,6,4,2,3,2,99,1,2,2,2,2,2,3,1,4,25,2,2,7,2,5,23,6,2,3,5,15,28,15,2,1,5/10/2016,1.21391820140226
1044,2,1,9,11,1,3,5,2,99,1,2,2,2,2,1,4,1,2,70,1,6,8,2,5,22,8,2,4,1,12,26,10,3,2,5/5/2016,.827065887217658
1045,4,2,9,11,1,2,5,2,99,1,2,2,2,2,2,3,1,6,50,2,6,8,2,1,23,7,2,2,5,16,4,11,1,2,4/29/2016,1.07129307932524
1046,8,4,9,8,4,3,6,3,99,5,2,1,2,1,2,2,1,8,22,7,1,6,1,4,16,1,2,4,1,3,23,9,3,2,5/8/2016,.787820868700707
1047,5,1,9,11,3,1,9,1,16,1,2,2,2,2,4,3,1,4,50,2,1,4,2,5,22,7,2,3,5,16,28,11,2,3,5/9/2016,1.04128611868121
1048,2,1,9,11,3,3,9,1,9,3,2,2,2,2,3,3,1,2,68,1,6,6,1,5,22,4,2,3,1,5,26,1,2,3,4/29/2016,.721400367943164
1049,2,1,9,11,1,3,9,1,4,1,2,2,2,2,2,3,1,2,44,2,2,3,2,3,95,6,1,3,5,16,14,14,2,3,5/3/2016,.926012562865672
1050,2,2,9,11,3,4,7,2,99,1,2,2,2,2,2,4,99, ,21,8,2,6,1,2,21,1,2,3,3,9,12,9,2,2,5/11/2016,1.321910333769
1051,9,4,9,11,1,4,5,2,99,7,2,2,2,2,5,3,1,3,44,6,1,7,2,1,21,6,2,5,3,9,3,16,4,2,5/5/2016,.883663654533655
1052,3,3,3,10,3,3,3,2,99,1,2,2,2,2,1,6,1,3,80,1,6,3,2,1,23,8,1,4,3,9,3,10,3,1,5/9/2016,1.06727210638089
1053,3,1,9,11,1,3,8,2,99,1,2,1,2,1,2,3,1,3,52,1,1,2,2,5,21,7,1,5,5,16,27,11,4,2,5/11/2016,1.54453697924503
1054,9,3,3,11,2,3,5,2,99,1,2,2,2,2,3,3,1,1,73,1,6,3,2,3,16,8,1,6,2,9,13,10,4,2,5/2/2016,.947070485546601
1055,1,1,9,11,3,3,6,2,99,7,2,2,2,2,5,1,1,1,66,4,6,3,1,2,21,4,1,6,4,11,7,1,4,2,5/7/2016,.999599166641094
1056,6,1,9,11,1,1,11,1,4,1,2,2,2,2,1,5,1,5,67,1,6,2,2,6,16,8,1,3,5,16,33,10,2,3,5/1/2016,1.01972779808046
1057,1,3,1,11,3,3,7,1,8,6,2,2,2,2,4,2,1,2,64,6,2,6,1,5,16,3,2,4,2,6,26,3,3,2,5/11/2016,.97720711678597
1058,1,3,3,11,3,3,6,2,99,1,2,2,2,2,2,3,1,1,68,1,6,1,2,4,15,8,1,1,5,16,19,10,1,2,5/4/2016,.844315982535426
1060,9,2,9,11,3,3,6,2,99,3,1,1,2,1,1,3,1,2,47,7,3,4,2,4,21,6,2,3,3,11,20,15,2,2,5/11/2016,.833976989317962
1061,5,1,9,11,3,3,8,2,99,1,2,1,2,2,5,3,1,2,66,1,2,3,2,5,22,8,1,3,3,12,26,10,2,2,5/7/2016,.715672328344712
1062,1,2,9,11,4,2,6,2,99,3,2,2,2,2,2,4,1,6,77,1,6,2,1,5,16,4,1,1,1,1,29,1,1,2,5/6/2016,.803075916105237
1063,2,3,2,11,3,3,7,2,99,1,1,1,2,1,3,4,1,2,54,1,4,7,1,4,22,3,2,6,2,9,20,4,4,2,5/7/2016,.962814719641963
1064,1,2,9,11,1,2,11,1,7,1,1,1,2,1,2,5,1,1,71,1,6,8,1,1,12,4,2,5,2,1,1,1,4,3,5/1/2016,.963050755705207
1065,1,3,2,11,1,3,7,2,99,1,2,1,2,1,5,2,1,1,38,2,1,3,1,4,21,2,1,2,4,11,19,6,1,2,5/8/2016,.965098236346375
1066,1,2,9,11,1,2,8,1,7,1,2,2,2,2,2,2,1,1,53,2,2,3,2,5,22,7,1,4,2,10,25,13,3,2,5/8/2016,1.23142790193622
1067,9,1,9,11,1,3,4,2,99,1,2,2,2,2,2,2,1,1,49,1,1,1,1,3,21,2,1,1,5,17,13,5,1,2,4/30/2016,1.06537537406905
1068,1,2,9,7,1,2,9,1,13,1,2,2,2,2,1,2,1,6,66,1,2,2,1,2,22,4,1,2,5,18,10,1,1,3,5/1/2016,.775268323747926
1069,2,1,9,11,2,1,8,1,4,1,2,2,2,2,1,1,2, ,51,2,1,2,1,4,21,3,1,2,5,17,24,2,1,2,5/10/2016,.946799541164714
1070,1,2,9,11,1,2,8,1,7,1,1,1,2,1,4,4,1,1,59,2,1,4,2,4,21,7,2,4,3,9,19,13,3,2,5/11/2016,1.11722209038532
1071,3,1,9,11,1,3,3,2,99,3,2,2,2,2,5,4,1,3,45,2,1,3,2,5,2,6,1,3,4,12,27,15,2,1,5/11/2016,1.57499513602954
1072,4,2,9,11,3,2,6,2,99,3,2,1,2,1,2,4,1,2,71,2,6,4,2,6,1,8,2,4,1,1,31,10,3,2,5/4/2016,.937299132676162
1073,1,1,9,11,1,2,7,2,99,1,2,2,2,2,5,2,1,1,30,6,4,4,2,3,1,6,2,5,3,20,13,15,4,2,5/9/2016,1.04772923296736
1074,8,1,9,8,1,3,6,2,99,1,1,2,1,2,3,3,2, ,45,2,1,3,1,3,1,2,1,3,5,16,18,5,2,2,5/3/2016,.983798861735051
1075,9,1,9,11,1,3,9,1,5,1,2,2,2,2,3,2,1,2,60,9,6,8,1,2,24,3,2,3,5,6,8,3,2,3,5/2/2016,.932074417037451
1076,4,2,9,8,1,2,9,1,11,1,1,1,1,1,4,4,2, ,40,6,1,7,1,4,1,2,2,5,2,5,24,7,4,3,5/8/2016,1.06012518249242
1077,3,1,9,11,1,3,5,2,99,1,2,1,2,2,1,5,1,3,49,2,4,3,1,1,21,2,1,2,3,9,3,7,1,2,5/5/2016,.960820214367829
1078,4,2,9,11,1,3,11,1,18,3,2,1,2,1,2,3,1,1,64,1,6,2,2,6,16,7,1,6,1,8,30,13,4,3,4/29/2016,.900295269921047
1079,5,1,9,11,1,3,8,2,99,1,2,2,2,1,2,1,1,4,53,1,1,8,2,5,22,7,2,3,5,15,28,12,2,2,5/1/2016,1.07016869866168
1080,7,1,9,9,1,2,6,2,99,5,2,2,2,2,1,1,1,6,53,1,1,7,1,3,22,3,2,5,2,7,16,3,4,2,4/30/2016,.993585455806759
1081,4,2,9,11,1,3,6,3,99,7,2,2,2,2,4,2,1,6,30,4,1,3,2,4,2,6,1,2,3,6,22,15,1,2,5/11/2016,.884030524440194
1082,1,2,9,11,3,3,8,2,99,1,2,2,2,2,1,3,1,1,67,1,6,3,2,1,21,8,1,3,5,18,1,10,2,2,5/6/2016,.857802162723737
1083,2,2,9,11,1,2,7,2,99,3,2,2,2,2,2,6,1,2,60,6,3,7,1,2,21,3,2,5,3,8,8,4,4,2,5/3/2016,1.03418448953197
1084,5,1,9,11,3,1,9,1,3,1,2,1,2,2,1,1,1,4,64,1,6,1,2,5,16,7,1,2,5,17,28,11,1,3,5/7/2016,1.07670690385289
1085,1,2,9,11,3,3,9,1,7,5,1,2,2,2,4,4,1,1,22,8,4,9,2,3,22,5,2,1,4,11,13,18,1,3,5/6/2016,1.16233243943286
1086,9,2,9,7,1,3,4,2,99,1,2,2,2,2,2,4,2, ,45,5,1,5,1,4,22,2,2,3,2,18,24,6,2,2,5/7/2016,.888055294821621
1087,1,2,9,11,1,2,7,1,18,1,2,2,2,2,4,1,2, ,18,7,1,1,1,1,16,1,1,1,3,11,6,9,1,2,5/2/2016,1.07640331478231
1088,9,3,3,8,1,3,4,2,99,7,1,1,2,1,2,3,1,2,44,7, ,3,2,3,2,6,1,6,3,16,14,14,4,2,5/11/2016,1.05865710536995
1089,4,2,9,11,1,2,4,1,18,3,1,1,2,1,2,3,2, ,48,2,2,8,2,3,22,6,2,3,2,9,18,16,2,2,5/7/2016,.871782474546787
1090,7,1,9,11,1,1,4,2,99,1,2,2,2,2,1,1,1,9,48,1,6,1,1,4,95,2,1,6,5,18,23,6,4,2,5/7/2016,.612815425516629
1091,1,1,9,11,2,1,5,3,99,7,2,2,2,2,5,2,1,4,33,2,1,3,1,5,22,2,1,1,1,18,28,6,1,2,5/7/2016,1.0376711671504
1092,4,2,9,11,1,2,7,2,99,1,2,2,2,2,3,1,1,6,54,6,6,7,1,4,2,3,2,6,2,18,22,3,4,2,5/9/2016,1.01699660050022
1093,1,1,9,10,3,1,8,2,99,3,1,1,2,2,3,2,1,1,38,2,1,2,1,1,22,2,1,2,3,11,1,6,1,2,5/11/2016,1.01386718625226
1094,2,1,9,11,4,1,7,1,4,7,2,2,2,2,2,2,1,2,26,4,2,3,2,3,21,6,1,4,5,19,14,15,3,2,4/30/2016,1.06218171346901
1095,4,2,9,11,1,2,6,2,99,3,2,1,2,2,3,4,1,6,39,9,2,3,2,4,21,6,1,1,5,16,22,14,1,2,4/29/2016,.914217930631501
1096,5,1,9,11,3,3,3,2,99,1,1,2,2,2,3,3,1,4,23,5,5,8,2,5,2,5,2,3,6,16,28,17,2,1,5/10/2016,1.2892834795691
1097,8,1,9,11,3,1,5,2,99,1,2,2,2,2,4,2,2, ,20,7,5,7,1,1,16,1,2,2,6,9,6,9,1,2,5/4/2016,1.07640331478231
1099,7,1,9,11,3,3,7,2,99,1,2,2,2,2,1,4,1,2,49,2,1,7,1,3,12,2,2,3,3,8,14,7,2,2,5/9/2016,1.04478868390157
1100,8,1,9,1,2,1,1,2,99,4,2,2,1,2,4,3,2, ,19,9,5,9,2,6,1,5,2,4,6,11,35,18,3,1,5/10/2016,1.28011227676329
1101,7,1,9,11,3,3,8,1,4,1,2,2,2,2,1,2,1,7,46,2,1,1,1,2,21,2,1,2,5,16,11,5,1,2,5/11/2016,.860285704778973
1102,2,1,9,11,1,3,9,1,4,1,2,2,2,2,1,1,1,2,32,4,1,4,1,2,21,2,2,5,5,16,8,5,4,3,5/10/2016,1.06462538831133
1103,1,1,9,8,2,3,6,1,14,5,2,1,2,1,5,3,1,1,37,8,3,1,1,1,21,2,1,5,5,16,1,5,4,2,5/1/2016,1.15765694176565
1104,9,3,3,3,1,2,1,2,99,1,1,1,1,1,3,4,2, ,43,4,4,8,2,4,1,6,2,6,4,9,24,16,4,1,5/9/2016,1.16124779801614
1105,3,3,3,11,3,3,1,2,99,1,2,2,2,2,1,1,1,1,72,1,6,8,1,6,21,4,2,4,1,13,30,1,3,1,5/8/2016,1.04729963185393
1106,9,2,9,11,1,3,7,2,99,1,1,2,2,2,1,4,1,1,58,2,4,6,2,1,21,7,2,4,1,8,1,13,3,2,4/29/2016,1.17367825837711
1107,2,2,9,9,1,3,8,2,99,1,1,1,1,2,5,1,1,2,26,7,1,3,2,1,2,6,1,3,3,11,2,15,2,2,5/9/2016,.820633171293206
1108,1,2,9,11,2,3,7,2,99,5,2,2,2,2,5,1,1,2,34,2,3,1,1,2,24,2,1,3,5,17,8,5,2,2,5/7/2016,.981150085074925
1109,8,2,9,6,1,2,2,2,99,7,2,1,1,2,2,3,2, ,47,4,1,7,2,1,2,6,2,4,2,9,6,16,3,1,4/30/2016,1.13995226608045
1110,2,1,9,5,2,1,10,1,13,4,2,2,2,2,1,1,1,2,52,4,1,2,1,1,24,3,1,2,2,15,2,3,1,3,5/7/2016,.88291258618187
1111,3,1,9,11,1,3,4,2,99,1,2,2,2,2,2,2,1,5,60,2,2,8,1,6,22,3,2,4,3,5,33,4,3,2,5/9/2016,1.38708853121139
1112,2,3,1,8,1,2,4,1,18,1,2,2,2,2,3,3,1,1,59,1,4,2,2,3,21,7,1,4,3,11,13,12,3,2,5/10/2016,1.19782867417712
1113,2,2,9,6,1,2,4,2,99,1,2,2,2,2,2,4,1,2,69,1,2,3,2,1,1,8,1,3,1,4,2,10,2,2,5/10/2016,.741792279471999
1114,9,2,9,11,1,3,4,2,99,1,2,2,2,2,1,2,1,2,64,2,6,2,1,4,2,3,1,4,5,18,20,3,3,2,5/4/2016,1.02934202657943
1115,3,2,9,11,1,3,8,1,18,1,2,2,2,2,3,3,1,3,54,2,1,2,1,4,16,3,1,1,5,16,21,2,1,2,5/7/2016,.934514809521544
1116,2,2,9,11,1,2,8,1,12,3,2,2,2,2,1,3,1,2,64,5,6,8,1,1,1,3,2,6,1,1,2,4,4,2,5/11/2016,.947409469167407
1117,2,2,9,10,1,3,6,3,99,7,2,2,2,2,3,3,1,2,50,1,4,3,2,3,2,7,1,6,3,9,14,13,4,2,5/5/2016,1.09557502520035
1118,2,1,9,11,3,3,10,1,4,1,2,2,2,2,2,1,2, ,18,8,2,8,2,1,1,5,2,3,3,11,6,18,2,3,5/6/2016,.971694678346889
1119,2,1,9,11,3,1,6,1,4,7,2,2,2,2,2,2,2, ,51,1,1,1,2,2,24,7,1,1,5,17,12,11,1,2,5/5/2016,1.17498922187406
1120,1,1,9,11,2,1,8,1,8,5,2,2,2,2,5,3,1,1,28,4,1,3,2,4,2,6,1,4,5,16,19,14,3,2,5/6/2016,1.07957472291448
1121,1,2,9,11,1,2,8,2,99,1,1,2,2,2,1,1,1,1,73,5,6,8,2,2,21,8,2,6,3,9,7,10,4,2,5/1/2016,.96610697744634
1122,2,1,9,11,1,1,11,1,4,4,2,2,2,2,2,4,1,2,71,1,6,1,2,2,24,8,1,2,5,16,8,10,1,3,4/29/2016,.815701937919862
1123,7,1,9,11,1,1,9,1,4,7,2,2,2,2,2,3,1,7,58,4,1,6,1,3,22,3,2,2,3,13,17,3,1,3,4/30/2016,.604656767991038
1124,1,2,9,11,1,3,9,1,13,1,2,2,2,2,1,2,1,1,71,1,1,8,1,1,23,4,2,3,3,11,1,1,2,3,5/2/2016,.864667769456198
1125,4,2,9,11,1,2,10,1,7,5,2,2,2,1,3,3,1,1,45,2,1,1,1,3,21,2,1,1,4,18,13,6,1,3,4/29/2016,.979124223027676
1126,3,1,9,11,3,3,7,2,99,1,2,2,2,2,2,3,1,3,74,1,6,2,1,6,23,4,1,3,1,16,32,1,2,2,5/5/2016,.682814378640431
1127,5,1,9,10,1,3,7,1,18,1,2,2,2,2,4,4,1,4,22,8,3,3,2,5,22,5,1,2,6,19,28,18,1,2,4/29/2016,1.23183435837536
1128,9,2,9,9,3,3,5,2,99,1,2,2,2,2,3,4,2, ,66,1,6,7,2,4,2,8,2,4,1,1,24,10,3,2,5/6/2016,.897840887964162
1129,2,1,9,7,1,2,7,2,99,1,1,2,2,2,4,3,1,2,26,4,1,7,2,4,1,6,2,3,5,16,20,14,2,2,5/9/2016,.862455193898836
1130,8,2,9,1,1,2,1,2,99,7,2,2,2,2,1,1,2, ,45,6,4,8,2,4,22,6,2,6,2,2,24,16,4,1,5/11/2016,1.16124779801614
1132,1,1,9,11,3,2,1,2,99,3,2,1,2,1,3,4,1,2,71,1,6,3,2,5,22,8,1,4,1,20,26,10,3,1,5/7/2016,1.03370580163086
1133,9,3,2,10,3,3,9,1,7,1,2,1,2,2,2,4,1,1,77,1,6,4,2,3,23,8,2,3,3,9,13,10,2,3,5/4/2016,.828407199164806
1134,2,3,3,5,3,3,4,2,99,1,2,2,2,2,5,5,2, ,34,7,3,8,1,4,22,2,2,6,2,5,24,7,4,2,5/8/2016,1.08816733162248
1135,2,3,1,10,3,3,8,1,4,7,2,2,2,2,5,2,1,7,28,4,2,3,2,6,22,6,2,1,5,16,35,14,1,2,5/5/2016,.77265018122814
1136,2,1,9,11,1,3,4,2,99,7,2,2,2,2,2,4,1,9,45,6,1,6,1,5,1,2,2,4,2,10,29,7,3,2,5/9/2016,1.0908792502641
1137,8,2,9,8,4,4,6,3,99,7,2,1,2,1,5,4,1,2,28,6,3,8,1,1,21,2,2,6,3,11,2,6,4,2,5/8/2016,.944384229265054
1138,2,2,9,11,1,2,2,2,99,3,2,1,2,1,3,4,1,2,67,1,6,3,2,5,22,8,1,5,1,1,26,10,4,1,5/1/2016,.996256060011169
1139,4,2,9,6,3,3,6,3,99,7,1,1,1,1,4,3,2, ,37,5,4,9,2,4,2,6,2,5,2,1,24,16,4,2,5/10/2016,.929111976377143
1140,9,3,2,10,1,1,4,2,99,1,1,1,2,2,3,4,2, ,55,2,1,8,2,1,22,7,2,4,5,11,6,12,3,2,4/29/2016,1.03543201662766
1141,2,1,9,9,1,1,4,2,99,1,2,2,2,2,1,3,1,2,32,2,1,8,1,1,21,2,2,3,5,11,2,6,2,2,5/3/2016,.847908171184886
1142,9,2,9,10,1,2,6,2,99,3,2,1,2,1,1,2,1,1,77,1,6,3,2,1,16,8,1,3,3,9,1,10,2,2,5/5/2016,.857802162723737
1143,1,3,3,11,1,2,5,2,99,1,2,2,2,2,1,4,1,7,70,1,6,6,2,3,22,8,2,6,2,5,17,10,4,2,4/29/2016,.565813655766491
1144,2,2,9,11,3,4,7,1,18,3,2,1,2,2,2,3,1,7,24,7,1,1,2,1,2,5,1,4,5,18,5,18,3,2,5/8/2016,.954952447458958
1145,7,2,9,11,1,2,6,2,99,7,2,2,2,2,2,4,1,99,73,1,6,7,2,3,95,8,2,6,1,1,18,10,4,2,5/5/2016,.904301774764093
1147,2,1,9,11,3,1,6,1,8,1,2,2,2,2,1,2,1,2,29,8,1,1,2,2,21,6,1,2,5,14,8,15,1,2,5/9/2016,.926268266682122
1148,9,3,3,10,4,4,6,3,99,3,2,2,2,2,6,6,1,99,62,9, ,8,2,1,99,7,2,4,1,20,6,12,3,2,4/30/2016,1.03543201662766
1149,8,4,9,1,1,2,1,2,99,7,1,1,2,2,3,3,2, ,52,2,2,3,2,1,22,7,1,3,3,19,6,12,2,1,5/5/2016,1.1198311704449
1150,3,1,9,11,3,1,7,1,8,1,2,2,2,2,2,2,1,1,32,2,1,1,2,4,15,6,1,5,5,17,19,14,4,2,4/29/2016,1.04046321326781
1151,9,3,2,9,3,3,7,1,7,1,2,2,2,2,3,2,2, ,29,7,4,3,2,1,16,6,1,1,5,16,6,14,1,2,5/9/2016,.869532728915416
1152,2,1,9,11,3,3,8,1,12,3,1,1,2,1,2,3,1,2,40,2,2,3,2,3,1,6,1,4,5,16,14,14,3,2,5/1/2016,1.0984525321195
1153,2,2,9,7,1,2,7,1,9,1,1,1,2,2,3,3,2, ,40,6,2,7,1,2,2,2,2,4,3,6,12,6,3,2,5/4/2016,1.23298009698579
1154,2,2,9,11,1,2,6,1,14,1,1,1,2,2,2,2,1,2,66,1,6,1,2,3,15,8,1,3,5,16,14,10,2,2,5/4/2016,.830818537943532
1155,9,4,9,1,3,4,6,2,99,7,1,1,1,1,2,3,2, ,31,5,1,3,2,3,1,6,1,5,2,19,18,15,4,2,5/10/2016,1.00041487862202
1156,8,4,9,1,1,2,1,2,99,7,2,2,2,2,2,2,2, ,33,6,4,6,1,6,1,2,2,6,1,1,35,7,4,1,5/8/2016,1.1433660471583
1157,5,1,9,11,3,1,8,1,4,7,2,2,2,2,4,4,1,4,29,1,4,7,1,5,95,2,2,6,2,10,28,7,4,2,5/3/2016,1.22966838184838
1158,2,1,9,9,1,3,3,2,99,1,2,2,2,2,5,3,1,2,46,7,1,8,1,1,21,2,2,3,2,9,2,7,2,1,4/29/2016,1.16590035880225
1159,3,1,9,11,1,3,7,2,99,1,2,2,2,2,1,3,1,3,26,7,1,1,1,1,2,2,1,2,5,16,3,5,1,2,5/1/2016,.92579043119484
1160,1,2,9,11,3,2,11,1,4,1,2,2,2,2,2,4,1,2,61,6,6,1,1,4,24,3,1,2,5,17,20,2,1,3,5/11/2016,.895021192590465
1161,1,2,9,11,1,2,11,1,7,1,2,2,2,2,2,4,1,1,70,1,6,3,2,5,23,8,1,3,5,14,25,10,2,3,4/29/2016,.876816137580052
1162,9,3,3,9,3,4,7,2,99,7,2,2,2,2,4,3,2, ,25,4,1,1,1,1,1,2,1,3,5,16,6,5,2,2,5/6/2016,.890639843046824
1163,2,1,9,11,1,3,7,2,99,5,2,2,2,2,2,2,1,2,46,5,1,6,1,5,1,2,2,6,2,9,26,7,4,2,4/29/2016,1.00238927813849
1164,4,2,9,11,1,3,7,2,99,1,2,2,2,2,1,5,1,1,83,1,6,2,1,4,1,4,1,3,2,1,19,1,2,2,5/7/2016,.844847373316423
1165,3,3,3,7,1,3,1,2,99,5,2,2,2,2,3,3,1,3,49,4,1,8,1,1,16,2,2,3,2,1,3,7,2,1,5/4/2016,1.16137255248177
