ID,Voting_Intention,EUREF_Int,EUREF_SQUEEZE,EUREF_likely,Optimism,Immigration,political_attention,Newspaper_Often,Newspaper_Read,TV_News,SOAPS_Eastenders,SOAPS_CoronationStreet,SOAPS_Hollyoaks,SOAPS_Emmerdale,PhoneResponse_Landline,PhoneResponse_Mobile,voted2015,pastvote_2015,Age,house_tenure,work_stat,work_type,gender,GOR,supermarket,Age_Gender,socialgrade_single,socialgrade_matrix,education_age,profile_education_level,pvbyregion_w8,bpcagegeneduc_w8,Socgrade_matrix_w8,threeway_attention_w8,respdate,W8
1166,2,1,9,8,3,1,8,2,99,7,2,2,2,2,5,2,1,7,49,1,1,2,1,4,22,2,1,3,3,18,23,6,2,2,5/4/2016,.550211651806245
1167,2,1,9,4,4,1,3,2,99,7,2,2,2,2,1,1,1,2,46,2,1,1,1,4,22,2,1,3,5,16,20,5,2,1,5/11/2016,1.14166054468288
1168,4,2,9,11,1,2,11,1,1,7,2,2,2,2,3,4,1,6,51,6,3,8,2,2,1,7,2,6,2,1,10,13,4,3,5/7/2016,.955564263126249
1169,2,1,9,11,1,1,11,1,4,1,2,2,2,2,2,2,1,2,36,1,1,1,1,2,22,2,1,2,5,16,8,5,1,3,5/7/2016,.988380872291118
1170,2,2,9,11,1,3,11,1,5,3,2,2,2,2,1,3,1,9,51,2,2,8,2,4,16,7,2,4,2,9,23,13,3,3,5/9/2016,.641632954993814
1171,1,2,9,11,1,2,11,1,14,1,2,2,2,2,1,1,1,1,19,9,5,9,1,1,21,1,2,3,6,16,1,8,2,3,5/2/2016,.987444667331193
1172,1,2,9,11,1,3,11,1,7,1,2,2,2,2,2,4,1,1,63,1,6,2,1,1,22,3,1,3,1,9,1,4,2,3,5/8/2016,.958305787477571
1173,9,1,9,9,4,2,3,2,99,1,1,1,1,1,2,2,1,2,36,2,1,2,2,1,22,6,1,3,3,17,2,14,2,1,4/30/2016,1.06068978674222
1174,7,1,9,9,2,1,7,1,4,1,2,2,2,2,2,2,1,3,24,4,5,1,1,1,21,1,1,3,6,16,3,8,2,2,5/2/2016,.873085137527159
1175,8,4,9,1,1,3,1,2,99,7,2,2,2,2,4,4,2, ,26,4,4,9,2,6,21,6,2,3,6,11,35,15,2,1,5/9/2016,.903087566781524
1176,5,3,1,11,1,2,2,2,99,3,1,1,2,2,1,1,1,4,69,1,6,8,2,5,1,8,2,3,1,4,28,10,2,1,5/7/2016,1.09729314048043
1177,9,1,9,8,1,3,8,1,13,1,2,2,2,2,1,4,1,1,59,1,2,1,2,3,16,7,1,1,5,18,13,12,1,2,5/11/2016,1.07175678365483
1178,4,1,9,7,3,3,9,1,7,1,2,2,2,2,3,4,2, ,28,2,1,3,1,3,16,2,1,2,3,11,18,6,1,3,5/8/2016,.934907999046574
1179,1,3,3,6,3,2,1,2,99,1,2,2,2,2,3,3,1,1,28,4,1,7,2,2,21,6,2,4,5,16,7,14,3,1,5/9/2016,1.43336658047272
1180,2,1,9,11,3,3,8,2,99,5,2,2,2,2,2,3,2, ,28,4, ,1,2,2,21,6,1,3,5,16,12,14,2,2,4/30/2016,1.06785652191726
1181,8,1,9,11,1,2,3,2,99,1,2,1,2,2,1,3,2, ,21,7,3,7,2,3,1,5,2,5,3,11,18,18,4,1,5/2/2016,1.53366075246785
1182,2,1,9,11,1,3,9,1,17,1,2,2,2,2,2,5,1,2,57,1,6,6,1,4,22,3,2,4,3,3,20,3,3,3,5/10/2016,1.00281580972256
1183,2,1,9,11,1,3,9,1,9,7,2,2,2,2,4,4,1,2,37,6,4,3,2,4,16,6,1,6,2,9,20,16,4,3,5/1/2016,.878300921147665
1184,2,1,9,11,1,3,9,1,7,1,2,2,2,2,1,2,1,2,43,2,1,3,1,4,1,2,1,3,2,11,20,6,2,3,4/29/2016,.839489537647811
1185,2,1,9,11,3,3,9,1,8,1,2,2,2,2,2,4,1,2,25,4,1,1,1,1,22,2,1,3,5,16,2,5,2,3,5/3/2016,.875662223190636
1186,2,1,9,11,3,1,8,1,4,1,2,2,2,1,2,3,1,2,45,2,1,2,1,3,22,2,1,3,2,9,14,7,2,2,5/3/2016,1.04478868390157
1187,7,1,9,11,3,3,8,1,4,7,2,2,2,2,1,2,1,4,41,2,1,1,1,5,1,2,1,2,5,18,28,6,1,2,5/9/2016,1.0376711671504
1188,3,1,9,10,3,3,8,1,4,1,2,2,2,2,5,3,1,3,36,2,1,1,1,5,22,2,1,3,5,17,27,5,2,2,5/1/2016,1.38022042739422
1189,3,1,9,11,3,1,9,1,5,1,2,2,2,2,2,1,2, ,18,4,5,9,1,6,99,1,2,5,6,11,35,9,4,3,5/6/2016,1.00370470020081
1190,1,3,3,9,1,3,9,2,99,1,2,2,2,2,3,3,1,1,43,2,1,3,1,6,16,2,1,4,4,9,30,7,3,3,5/4/2016,.992195351669988
1191,2,1,9,11,3,1,8,1,4,1,2,2,2,2,5,3,1,2,29,4,1,8,2,2,22,6,1,2,5,17,8,14,1,2,5/1/2016,.957897984927607
1192,5,2,9,10,1,2,7,2,99,3,2,2,2,2,2,4,1,4,44,1,1,5,1,5,22,2,2,4,2,9,28,7,3,2,5/5/2016,1.27589220424362
1193,9,2,9,11,3,2,3,2,99,1,2,2,2,2,2,4,1,6,67,1,6,5,2,3,2,8,2,6,3,9,16,10,4,1,5/3/2016,1.05103107871496
1194,1,2,9,11,1,2,2,2,99,7,2,2,2,2,1,2,1,1,34,2,4,3,2,1,22,6,1,4,3,11,1,15,3,1,5/11/2016,1.37068173025295
1195,2,2,9,11,1,3,6,2,99,3,1,1,1,1,2,1,1,2,64,2,6,7,2,4,95,7,2,4,6,15,20,12,3,2,5/2/2016,1.06193911370647
1196,7,1,9,11,2,1,4,2,99,7,2,2,2,2,2,2,1,1,19,7,5,7,2,1,22,5,2,3,6,11,1,18,2,2,4/29/2016,1.16398186024092
1197,7,3,2,11,1,3,7,1,5,7,2,2,2,2,2,3,1,7,34,4,4,2,2,6,95,6,1,6,3,9,35,16,4,2,5/3/2016,.781089537956721
1198,4,2,9,11,3,2,9,1,7,3,1,1,2,1,1,2,1,1,65,1,6,2,2,4,21,8,1,2,3,5,19,10,1,3,5/9/2016,.822557899925236
1199,8,4,9,1,1,3,2,2,99,1,1,2,2,2,1,4,2, ,59,1,2,8,2,4,1,7,2,4,1,1,24,13,3,1,5/5/2016,1.32859393144333
1200,9,1,9,6,2,3,3,2,99,7,2,2,2,2,2,2,1,1,60,1,6,1,1,4,1,3,1,1,5,16,19,2,1,1,5/11/2016,1.24370957867788
1201,9,3,3,8,4,2,7,1,17,3,2,2,2,1,4,3,2, ,42,4,1,1,2,3,12,6,1,3,5,13,18,15,2,2,4/30/2016,.898214861993923
1202,1,2,9,11,3,3,6,1,7,1,1,2,1,2,2,2,1,1,70,1,6,1,1,2,21,4,1,3,5,16,7,1,2,2,5/2/2016,.897482481218675
1203,1,1,9,11,1,2,8,1,18,1,2,2,2,2,2,1,1,2,21,5, ,8,1,4,22,1,2,3,6,11,20,9,2,2,5/11/2016,1.06764196296771
1204,2,1,9,11,1,3,7,2,99,3,1,1,2,1,5,3,1,2,33,4,1,3,2,3,1,6,1,3,4,11,14,15,2,2,5/6/2016,.919121525566541
1205,2,1,9,7,2,1,4,2,99,7,2,2,1,2,5,4,2, ,21,4,4,9,2,3,22,5,2,3,6,16,18,17,2,2,5/5/2016,.953979915067154
1206,1,2,9,11,1,3,7,3,99,3,1,1,2,1,2,3,1,1,26,4,1,3,2,1,22,6,1,4,3,11,1,15,3,2,5/7/2016,1.09667963509168
1207,1,2,9,11,1,2,7,2,99,3,2,2,1,2,2,2,1,2,62,1,6,3,2,5,22,7,1,1,5,16,26,11,1,2,5/6/2016,.900916283894293
1208,7,1,9,11,3,1,8,1,14,1,2,2,2,2,1,1,1,7,38,2,2,6,2,1,16,6,2,1,5,18,5,15,1,2,5/1/2016,.696612022612371
1209,5,2,9,11,1,3,11,1,18,1,2,2,2,2,2,4,1,4,115,6,6,2,2,5,22,8,1,6,2,12,28,10,4,3,5/5/2016,.952636444040877
1210,3,1,9,8,1,2,4,2,99,1,1,1,2,1,1,2,1,3,52,5,4,3,2,4,21,7,1,6,2,4,21,13,4,2,4/30/2016,1.01120123396083
1211,1,1,9,11,1,1,7,2,99,7,2,2,2,2,1,1,1,1,28,4,1,2,2,1,22,6,1,2,5,17,1,14,1,2,5/10/2016,1.01476104888719
1212,9,3,3,6,3,2,2,2,99,1,1,1,2,2,2,4,1,1,46,2,4,8,2,1,1,6,2,4,2,8,1,16,3,1,5/7/2016,1.33034573483162
1213,1,2,9,10,1,2,9,1,18,1,2,2,2,2,2,5,1,1,48,1,2,2,2,4,16,6,1,2,5,17,19,14,1,3,5/1/2016,.941056525762328
1214,1,2,9,11,1,2,6,1,7,5,2,2,2,2,2,3,1,1,61,1,2,7,2,4,1,7,2,5,5,16,19,11,4,2,5/7/2016,1.10718524473779
1215,2,2,9,11,3,3,9,1,18,7,2,2,2,2,5,3,1,2,46,2,2,2,2,4,16,6,1,2,5,17,20,14,1,3,4/29/2016,.868811234718122
1216,4,2,9,11,1,3,7,1,8,3,2,2,2,2,5,4,1,2,46,4,1,4,2,1,1,6,2,3,3,10,2,16,2,2,5/1/2016,.796483833697698
1217,1,2,9,11,1,2,7,2,99,5,2,2,2,2,1,2,1,1,33,2,1,3,2,4,16,6,1,2,5,16,19,14,1,2,5/4/2016,.965949102479731
1218,4,2,9,6,1,2,5,2,99,7,2,2,2,1,2,3,2, ,66,1,6,6,1,3,95,4,2,1,1,18,18,1,1,2,4/30/2016,.868643478207746
1219,4,2,9,11,1,2,6,2,99,1,2,2,2,2,1,2,1,6,61,2,1,6,1,3,1,3,2,4,2,9,16,4,3,2,4/30/2016,1.0005532276796
1220,2,1,9,8,1,3,6,2,99,1,2,2,2,2,3,3,2, ,38,4,1,3,2,1,2,6,1,1,5,17,6,14,1,2,5/11/2016,.869532728915416
1221,1,3,3,6,3,4,3,2,99,3,1,1,1,1,2,3,2, ,41,4,1,3,2,1,22,6,1,3,3,9,6,16,2,1,5/11/2016,.986417533447278
1222,3,2,9,11,1,3,8,2,99,4,2,2,2,2,3,4,1,3,57,2,1,8,1,6,21,3,2,3,2,6,32,3,2,2,5/2/2016,.779737648278768
1223,9,2,9,6,3,3,5,2,99,1,2,2,2,2,5,2,1,1,28,2,2,3,2,1,22,6,1,2,5,16,1,14,1,2,5/10/2016,1.01476104888719
1224,5,1,9,11,3,1,7,1,4,7,2,2,2,2,5,3,2, ,25,4,1,3,2,5,22,6,1,3,5,17,29,14,2,2,4/30/2016,.858771749282355
1225,9,1,9,4,4,4,3,2,99,7,2,2,2,2,5,2,2, ,24,4,1,1,2,2,22,5,1,2,4,11,12,18,1,1,5/9/2016,1.63684294549842
1226,4,3,2,9,1,2,1,2,99,7,1,1,2,1,3,4,1,6,62,1,4,8,2,1,12,7,2,6,1,1,4,13,4,1,5/1/2016,1.40259045278976
1227,3,2,9,9,3,3,8,1,17,1,2,1,2,1,4,3,2, ,49,2,1,3,1,4,2,2,1,3,5,14,24,6,2,2,5/3/2016,.888055294821621
1228,5,2,9,11,1,2,8,1,18,3,2,2,2,2,5,1,1,4,59,1,6,6,1,5,12,3,2,4,1,5,28,4,3,2,5/4/2016,1.16344862007618
1229,2,2,9,11,1,2,3,2,99,1,2,2,2,2,3,3,1,2,59,2,2,7,2,1,12,7,2,4,2,9,2,13,3,1,5/10/2016,1.26853097687316
1230,1,2,9,11,3,3,7,2,99,1,2,2,2,2,5,2,1,1,70,2,6,3,2,3,21,8,1,3,3,9,13,10,2,2,5/9/2016,.850320005881441
1231,2,2,9,11,3,3,6,1,9,3,1,1,2,1,2,4,1,2,67,1,6,7,1,4,1,4,2,6,1,1,20,1,4,2,5/11/2016,.868736124639022
1232,2,1,9,11,3,1,6,2,99,7,2,2,2,2,5,3,1,2,29,4,1,2,1,1,23,2,1,3,5,18,2,6,2,2,5/8/2016,.847908171184886
1233,9,2,9,11,1,2,10,1,12,3,1,1,2,2,4,4,1,6,38,6,3,9,2,2,22,6,2,5,2,8,10,16,4,3,5/3/2016,.866599663406156
1234,2,1,9,9,1,4,8,1,7,3,2,1,2,1,2,3,1,2,21,7,1,8,2,4,2,5,2,1,3,18,20,18,1,2,5/5/2016,1.05772751820224
1235,1,2,9,11,1,2,7,2,99,1,2,2,2,2,1,2,1,1,70,1,6,3,2,1,12,8,1,5,2,5,1,10,4,2,4/29/2016,.955403971604269
1236,2,3,3,6,1,2,6,2,99,1,1,1,2,2,3,3,1,2,41,5,1,3,2,4,22,6,1,3,3,1,20,16,2,2,5/1/2016,.809434973998027
1237,4,2,9,11,1,2,6,2,99,3,1,1,2,1,1,3,1,6,66,6,2,3,2,4,16,8,1,3,1,9,22,10,2,2,4/29/2016,.7728106227141
1238,7,1,9,10,4,3,4,2,99,7,2,2,2,2,5,2,2, ,24,4,5,8,2,1,2,5,2,3,6,1,6,18,2,2,5/1/2016,.997397687320816
1239,4,2,9,10,3,2,8,1,4,1,2,2,2,2,2,3,1,3,40,2,1,8,1,1,24,2,2,2,5,18,3,6,1,2,5/2/2016,.873346051907702
1240,1,2,9,11,3,2,9,1,7,1,2,2,2,2,1,5,1,1,65,1,6,3,1,2,22,4,1,2,2,9,7,1,1,3,5/4/2016,.904096662831325
1241,5,1,9,11,3,1,8,1,14,1,1,2,2,2,5,2,1,4,23,4,5,4,2,5,1,5,2,3,6,11,28,18,2,2,5/5/2016,1.19131029373069
1242,1,2,9,11,3,2,3,2,99,1,2,2,2,2,1,4,1,1,71,1,6,3,2,6,22,8,1,4,2,18,30,10,3,1,5/12/2016,1.01220920902824
1243,4,2,9,11,1,2,4,2,99,7,2,2,2,2,5,4,1,6,30,7,1,3,2,2,22,6,1,1,3,11,10,15,1,2,5/5/2016,.850857173348514
1244,1,1,9,10,2,1,7,1,13,1,2,2,2,2,3,3,1,1,44,2,1,1,1,1,22,2,1,1,5,17,1,5,1,2,5/4/2016,1.07474985143
1245,4,2,9,11,3,2,7,2,99,1,1,2,2,2,1,6,1,6,79,2,6,7,2,1,22,8,2,4,1,1,4,10,3,2,5/5/2016,.983476463864453
1246,1,1,9,1,1,1,9,1,18,4,2,2,2,2,2,2,1,3,39,2,3,3,2,3,16,6,1,3,5,16,15,14,2,3,5/4/2016,.973293471327992
1247,2,1,9,11,1,3,6,2,99,1,2,2,2,2,4,4,1,2,45,4,4,2,2,1,21,6,1,6,5,16,2,14,4,2,5/3/2016,.945216833167222
1248,1,3,2,11,1,3,9,1,14,1,2,2,2,2,2,3,1,1,39,2,1,1,2,1,1,6,1,3,5,18,1,15,2,3,4/30/2016,.92451798310695
1249,1,1,9,10,1,2,5,2,99,3,2,1,2,1,2,4,2, ,73,5,6,7,2,1,22,8,2,6,1,1,6,10,4,2,5/3/2016,.818670586101736
1250,3,2,9,11,3,3,6,2,99,1,1,2,2,2,3,4,1,3,44,2,1,1,2,4,21,6,1,1,5,16,21,14,1,2,4/30/2016,.907148313631375
1251,1,2,9,7,4,2,1,2,99,7,2,2,2,1,2,4,1,1,57,1,4,8,2,3,1,7,2,5,2,1,13,13,4,1,5/3/2016,1.40144218938325
1252,3,1,9,11,3,3,3,2,99,1,2,1,2,2,3,3,1,3,42,2,4,3,2,3,2,6,1,6,3,11,15,15,4,1,5/4/2016,1.34479665308203
1253,9,1,9,11,1,4,6,2,99,3,1,1,1,1,2,1,1,2,29,2,4,8,2,4,2,6,2,5,6,20,20,15,4,2,5/9/2016,.928867940004907
1254,2,2,9,11,3,1,8,1,8,1,2,2,2,2,5,4,1,2,36,2,1,1,1,4,16,2,1,4,5,16,20,5,3,2,5/3/2016,1.05561616008203
1255,1,2,9,11,1,2,7,1,12,3,1,1,2,2,3,4,1,1,48,2,1,3,2,4,12,6,1,5,2,8,19,16,4,2,5/7/2016,.976499787971735
1256,5,1,9,11,1,3,9,1,16,1,1,1,1,1,2,3,1,4,51,2,1,2,1,5,16,3,1,4,5,7,28,3,3,3,5/11/2016,1.16788392878143
1257,2,3,3,9,1,2,6,2,99,3,2,2,2,2,2,3,1,2,60,6,4,4,2,4,16,7,2,3,3,11,20,12,2,2,5/3/2016,.918911600408712
1258,3,1,9,10,3,3,9,1,7,1,2,2,2,2,2,2,1,3,38,1,1,2,1,4,22,2,1,1,3,11,21,6,1,3,5/3/2016,.882992558657745
1259,9,1,9,10,3,3,4,1,18,1,2,2,2,2,1,2,2, ,53,5,4,7,2,1,1,7,2,4,5,13,6,12,3,2,5/1/2016,1.03543201662766
1260,9,2,9,11,1,2,6,2,99,1,2,1,2,2,1,2,1,6,64,1,2,7,1,1,16,3,2,4,1,1,4,4,3,2,5/11/2016,1.12776724770885
1261,2,1,9,11,1,3,8,1,4,1,2,2,2,2,5,3,1,7,21,4,5,1,1,4,1,1,1,3,6,16,23,8,2,2,5/5/2016,.568757892231597
1262,1,2,9,11,1,2,8,1,7,3,2,2,2,2,1,5,1,1,71,1,6,2,2,1,2,8,1,2,2,18,1,10,1,2,5/9/2016,.886981487772379
1263,9,2,9,11,1,2,7,1,7,7,2,2,2,2,4,3,1,1,41,4,1,4,2,3,21,6,2,3,3,5,13,16,2,2,5/5/2016,.913013193715593
1264,9,2,9,10,1,3,8,2,99,3,2,1,1,1,2,3,1,99,38,2,1,3,1,4,2,2,1,5,1,5,24,7,4,2,5/1/2016,1.08816733162248
1265,5,1,9,10,1,3,7,2,99,1,1,2,2,2,2,4,1,4,30,5,3,4,1,5,2,2,2,6,5,15,28,6,4,2,5/2/2016,1.11771797718641
1266,8,4,9,1,4,4,1,2,99,3,1,1,1,1,5,4,2, ,25,5,3,7,2,4,16,6,2,5,4,19,24,15,4,1,5/1/2016,1.19645675508454
1267,1,3,1,11,1,3,9,1,7,1,2,2,2,2,3,3,1,1,52,1,1,2,1,3,21,3,1,2,4,16,13,2,1,3,5/3/2016,1.00955133363455
1268,2,2,9,11,1,3,11,1,8,1,1,2,2,2,2,1,1,1,21,8,1,3,1,6,1,1,1,5,5,11,30,9,4,3,5/4/2016,1.07692945328496
1269,1,2,9,11,1,3,11,1,16,7,2,2,2,2,2,2,1,1,61,1,6,2,2,3,21,7,1,5,3,18,13,12,4,3,4/30/2016,1.12468316653359
1270,3,1,9,11,3,3,6,1,7,3,1,1,2,1,1,2,1,3,44,4,3,3,2,2,21,6,1,3,2,9,9,16,2,2,5/4/2016,1.0287525342723
1271,8,4,9,1,4,4,2,2,99,1,2,2,2,2,1,1,2, ,30,2,4,3,2,4,1,6,1,4,3,19,24,15,3,1,5/6/2016,1.24143213655078
1272,1,2,9,10,1,2,6,2,99,1,2,2,2,2,3,4,1,1,49,2,2,7,2,1,22,6,2,5,3,18,1,15,4,2,5/5/2016,1.05694843796677
1273,1,3,1,8,3,3,3,2,99,1,2,1,2,2,3,4,1,1,26,7,1,3,2,3,12,6,1,4,2,11,13,15,3,1,5/1/2016,1.35872599484881
1274,2,2,9,11,1,2,8,2,99,3,2,2,2,1,2,3,1,2,45,4,1,4,1,5,22,2,2,4,3,12,26,6,3,2,5/2/2016,.945380456614204
1275,7,1,9,11,3,3,10,1,8,6,2,2,2,2,5,2,1,9,28,4,1,3,1,4,22,2,1,2,5,15,23,6,1,3,5/1/2016,.554266549663974
1276,7,2,9,8,1,2,2,2,99,3,2,2,2,2,4,3,1,2,20,8,5,1,2,2,24,5,1,5,6,11,8,18,4,1,5/1/2016,1.52953152955076
1277,4,2,9,3,1,2,5,1,7,7,1,1,1,2,5,4,2, ,35,2,1,3,2,4,2,6,1,3,1,9,24,16,2,2,5/6/2016,.834196095511896
1278,9,1,9,11,1,2,1,3,99,3,2,2,2,2,6,2,2, ,21,1,1,3,2,1,22,5,1,3,3,11,6,18,2,1,5/4/2016,1.2465944876353
1279,8,3,3,6,3,1,3,2,99,5,2,2,2,2,2,4,2, ,67,2,2,2,2,1,23,8,1,4,3,14,6,10,3,1,5/2/2016,1.06167602425693
1280,9,3,3,11,1,3,6,2,99,1,2,2,2,2,3,4,1,2,66,1,6,6,1,1,16,4,2,4,2,9,2,1,3,2,4/30/2016,.886969852377344
1281,7,2,9,11,1,2,10,2,99,7,2,2,2,2,4,4,2, ,53,2,4,8,2,3,16,7,2,4,5,15,18,12,3,3,5/6/2016,1.11426182904766
1282,1,2,9,11,3,2,9,1,9,1,2,1,2,2,2,2,1,6,71,1,6,8,1,4,1,4,2,3,2,20,22,1,2,3,5/4/2016,.778995981115828
1283,4,2,9,9,1,2,5,2,99,1,2,2,2,2,6,2,1,6,60,6,3,8,1,1,1,3,2,6,5,15,4,3,4,2,5/10/2016,1.11991356767433
1284,2,1,9,11,1,1,7,1,4,7,2,2,2,2,3,4,1,2,28,4,1,3,2,1,21,6,1,2,5,17,2,14,1,2,5/9/2016,.877523914352558
1285,4,2,9,11,1,2,6,2,99,1,2,1,2,1,5,4,1,6,64,1,6,8,2,1,16,7,2,6,2,13,4,12,4,2,5/11/2016,1.15537886414294
1286,4,2,9,10,1,3,8,1,7,4,2,2,2,2,3,2,1,6,64,1,6,4,1,1,12,3,2,3,2,9,4,4,2,2,5/2/2016,.975873657072128
1287,1,3,2,9,1,3,8,2,99,1,2,2,2,1,5,3,1,1,30,2,1,6,1,1,22,2,2,3,5,16,1,5,2,2,5/9/2016,1.03939344806287
1288,2,1,9,11,1,3,9,2,99,1,2,1,2,2,1,1,2, ,18,8,5,7,2,3,2,5,2,3,6,11,18,18,2,3,4/29/2016,1.07333185908394
1289,8,4,9,1,3,4,1,2,99,7,1,1,2,1,3,4,2, ,36,5,1,5,2,1,22,6,2,2,1,5,6,16,1,1,4/29/2016,1.01997188792774
1290,1,1,9,11,1,2,6,2,99,1,1,2,2,2,1,1,2, ,46,1,2,8,2,1,22,6,2,6,2,9,6,16,4,2,5/11/2016,.879030295944818
1291,4,2,9,11,1,2,7,1,7,1,2,2,2,2,2,4,1,2,40,2,2,2,2,4,21,6,1,3,4,11,20,15,2,2,5/9/2016,.833976989317962
1292,9,1,9,11,3,1,8,2,99,1,2,2,2,2,3,3,1,7,33,2,2,3,2,1,1,6,1,3,5,16,5,14,2,2,5/1/2016,.696700337061116
1293,2,2,9,11,1,1,11,1,7,5,2,1,2,2,1,1,1,1,42,5,2,3,1,4,16,2,1,2,5,16,19,5,1,3,5/2/2016,.996688198033835
1294,2,1,9,9,3,1,8,1,4,1,2,2,2,2,3,3,1,2,20,8,5,9,1,4,16,1,2,3,6,11,20,9,2,2,5/2/2016,1.06764196296771
1295,9,2,9,11,1,2,6,3,99,1,2,2,1,2,3,2,1,1,53,5,1,6,2,1,22,7,2,4,3,11,1,12,3,2,5/4/2016,1.20836863789478
1296,1,1,9,11,2,1,9,1,4,1,2,2,2,2,1,3,1,1,58,1,2,1,1,3,23,3,1,1,5,17,13,2,1,3,5/11/2016,1.00955133363455
1297,8,4,9,1,4,4,1,2,99,7,2,2,2,2,6,5,2, ,21,7, ,4,1,3,22,1,2,5,6,9,18,9,4,1,5/5/2016,1.60069487532309
1298,3,2,9,11,1,2,5,2,99,3,2,2,2,1,1,1,1,3,72,6,6,3,2,4,95,8,1,3,1,9,21,10,2,2,4/29/2016,.766834503746007
1299,7,1,9,10,1,1,6,3,99,7,2,2,2,2,2,2,99, ,25,4,3,7,2,2,22,6,2,3,3,16,12,14,2,2,5/11/2016,1.06785652191726
1300,1,1,9,10,1,3,9,1,17,1,2,2,2,2,3,2,2, ,25,2,5,2,1,4,12,2,1,3,6,1,24,7,2,3,5/4/2016,.951825302518794
1301,1,1,9,11,1,3,2,2,99,1,2,2,2,2,5,3,1,3,33,4,1,3,1,1,22,2,1,1,5,16,3,5,1,1,5/1/2016,1.15709637480018
1302,2,2,9,11,1,2,7,2,99,3,1,1,2,1,2,3,1,2,47,2,2,3,2,4,22,6,1,4,3,11,20,15,3,2,5/1/2016,.963784529974371
1304,2,1,9,8,3,3,4,2,99,1,2,2,2,2,1,3,1,2,47,2,2,3,2,3,16,6,1,3,5,18,14,15,2,2,5/1/2016,.919121525566541
1305,1,3,3,6,1,3,3,2,99,1,2,2,2,2,2,3,1,1,69,1,6,7,2,1,1,8,2,6,1,1,1,10,4,1,5/6/2016,1.19410876885628
1306,4,2,9,11,1,2,11,1,7,5,2,2,2,2,1,4,1,6,74,6,6,3,2,3,21,8,1,3,3,9,16,10,2,3,5/8/2016,.735563676554195
1307,1,1,9,11,1,1,9,1,7,1,2,2,2,2,2,2,1,1,39,2,1,3,1,2,16,2,1,3,2,11,7,6,2,3,5/11/2016,.965946987165239
1308,2,3,3,6,3,3,7,1,13,1,1,1,2,2,2,2,1,2,61,5,6,3,2,2,12,7,1,6,2,5,8,13,4,2,5/5/2016,1.06777206087713
1309,1,2,9,11,1,2,7,1,18,1,2,2,2,2,1,2,2, ,69,5,6,3,1,1,22,4,1,3,2,1,6,1,2,2,5/11/2016,.760518789396842
1310,8,4,9,1,1,4,1,2,99,7,2,2,2,2,5,4,2, ,30,4,2,6,2,1,12,6,2,4,3,15,6,15,3,1,4/29/2016,1.17451554401735
1311,9,4,9,6,1,3,1,2,99,7,1,2,2,2,4,2,2, ,29,6, ,4,2,5,22,6,2,6,5,14,29,15,4,1,5/4/2016,1.15598453988821
1312,2,1,9,11,2,3,9,1,9,7,2,2,2,2,3,3,1,2,27,2,4,7,2,4,2,6,2,3,4,11,20,15,2,3,5/6/2016,.81248534329453
1313,9,1,9,5,1,4,1,2,99,7,1,1,1,2,4,3,2, ,20,5,5,9,2,4,16,5,2,3,6,11,24,18,2,1,5/10/2016,1.31761769018755
1314,8,4,9,6,3,2,3,2,99,1,2,2,2,2,5,3,1,1,34,3,1,3,2,1,21,6,1,1,3,5,1,16,1,1,5/4/2016,1.19032637692661
1315,1,2,9,11,1,2,9,1,7,3,1,1,2,1,2,2,1,1,38,2,2,3,2,1,22,6,1,2,3,16,1,14,1,3,5/11/2016,.988610584857137
1316,8,4,9,1,1,2,3,2,99,4,2,2,2,2,5,3,2, ,25,4,1,3,1,6,2,2,1,3,5,15,35,6,2,1,5/3/2016,.933103064750401
1317,8,3,2,4,1,2,4,2,99,3,2,2,2,2,2,2,2, ,37,7,1,7,1,1,21,2,2,5,1,11,6,6,4,2,5/7/2016,.935784179310248
1318,2,1,9,10,3,1,8,1,4,4,2,2,2,2,2,3,1,7,41,5,2,1,2,2,22,6,1,2,5,17,11,14,1,2,5/11/2016,.812267545757387
1319,8,4,9,1,3,3,1,2,99,1,2,2,2,2,2,4,2, ,27,7, ,8,1,2,22,2,2,3,4,5,12,7,2,1,5/8/2016,1.46704284822441
1320,9,1,9,10,1,3,6,2,99,6,2,2,2,2,2,2,2, ,34,5,2,7,2,3,2,6,2,4,5,16,18,14,3,2,5/3/2016,1.07346674199195
1321,5,3,3,10,1,3,8,1,7,1,2,2,2,2,2,3,2, ,52,1,1,2,2,5,2,7,1,1,5,16,29,11,1,2,5/7/2016,.944928020521917
1322,8,2,9,10,1,2,6,2,99,1,1,2,2,2,5,3,2, ,69,4,6,8,2,4,16,8,2,6,1,1,24,10,4,2,5/9/2016,.865313345585268
1323,2,1,9,11,2,1,11,1,4,1,2,2,2,2,1,1,1,2,41,2,1,1,1,5,21,2,1,1,5,18,26,6,1,3,5/10/2016,.824080472746898
1324,9,1,9,10,3,3,6,2,99,4,2,2,2,2,3,3,1,1,30,2,1,3,1,3,16,2,1,3,3,11,13,6,2,2,5/4/2016,.971961155516544
1325,1,2,9,11,1,2,11,1,7,1,2,2,2,2,3,3,1,6,19,7,2,4,1,3,22,1,2,5,3,11,16,9,4,3,5/7/2016,1.16026851231706
1326,4,2,9,7,1,2,7,2,99,1,1,1,2,2,2,3,1,6,45,2,1,2,1,2,21,2,1,2,5,16,10,5,1,2,5/4/2016,.931928822443638
