ID,Phone_Type,Voting_Intention,EUREF_Int,EUREF_SQUEEZE,EUREF_likely,Optimism,Immigration,political_attention,Newspaper_Often,Newspaper_Read,TV_News,SOAPS_Eastenders,SOAPS_CoronationStreet,SOAPS_Hollyoaks,SOAPS_Emmerdale,PhoneResponse_Landline,PhoneResponse_Mobile,voted2015,pastvote_2015,Age,house_tenure,work_stat,work_type,gender,GOR,supermarket,Age_Gender,socialgrade_single,education_age,education_ageR,Education_still,pvbyregion_w8,bpcagegeneduc_w8,socgrade_single_w8,threeway_attention_w8,respdate,W8
3837,2,1,2, ,11,2,3,7,2, ,1,2,1,2,2,4, ,1,1,19,1,1,7,1,4,7,1,2,15,1, ,19,9,2,2,5/10/2016,.365714760059027
3858,1,1,3,1,11,1,3,8,1,7,2,2,1,2,1, ,3,1,1,68,5,6,2,2,4,5,8,1,15,1, ,19,10,1,2,5/6/2016,.338486905293385
3860,1,1,1, ,11,1,4,4,2, ,1,2,2,2,2, ,4,1,1,70,7,6,2,2,4,7,8,1,15,1, ,19,10,1,2,5/9/2016,.338486905293385
3863,1,1,2, ,11,1,2,6,1,7,1,2,2,2,2, ,3,1,1,81,1,6,3,2,4,4,8,1,15,1, ,19,10,1,2,5/5/2016,.338486905293385
3864,1,1,2, ,11,1,2,7,1,7,5,2,1,2,1, ,4,1,1,81,1,6,4,2,4,2,8,1,15,1, ,19,10,1,2,5/7/2016,.338486905293385
3865,1,8,3,2,11,1,2,6,1,7,1,2,2,2,2, ,4,1,1,68,1,6,3,2,4,7,8,1,15,1, ,19,10,1,2,5/5/2016,.338486905293385
3880,1,1,1, ,11,3,3,7,2, ,1,2,2,2,2, ,3,1,1,68,1,6,6,1,4,7,4,2,15,1, ,19,1,2,2,5/5/2016,.32630129912167
3881,1,4,2, ,11,1,2,6,1,7,1,2,2,2,2, ,3,1,1,75,1,6,6,1,4,5,4,2,15,1, ,19,1,2,2,5/9/2016,.32630129912167
3907,1,1,2, ,11,1,3,8,2, ,1,2,1,2,1, ,4,1,1,74,1,6,6,2,4,1,8,2,15,1, ,19,10,2,2,5/6/2016,.287698254097312
3908,1,8,3,1,7,1,3,5,2, ,2,2,1,2,1, ,5,1,1,76,3,6,7,2,4,2,8,2,15,1, ,19,10,2,2,5/6/2016,.287698254097312
3909,1,1,1, ,11,2,3,8,2, ,1,2,2,2,2, ,5,1,1,72,4,6,7,2,4,2,8,2,15,1, ,19,10,2,2,5/6/2016,.287698254097312
3922,1,1,1, ,11,1,3,9,1,13,1,1,2,2,2, ,3,1,1,43,2,2,3,2,4,7,6,1,15,1, ,19,16,1,3,5/5/2016,.249353156297266
3940,1,1,1, ,11,1,3,11,1,18,1,2,2,2,2, ,5,1,1,72,1,2,2,1,4,7,4,1,15,1, ,19,1,1,3,5/6/2016,.213403717012313
3941,1,1,1, ,11,3,3,11,1,5,1,2,1,2,1, ,3,1,1,78,4,6,2,1,4,7,4,1,15,1, ,19,1,1,3,5/9/2016,.213403717012313
3942,1,1,2, ,11,1,2,11,1,1,2,1,1,2,1, ,4,1,1,77,1,6,1,1,4,3,4,1,15,1, ,19,1,1,3,5/9/2016,.213403717012313
3955,1,2,3,1,11,1,3,9,1,7,2,2,1,2,1, ,4,1,1,68,1,6,4,2,4,1,8,1,15,1, ,19,10,1,3,5/5/2016,.188157010001441
3957,1,1,2, ,11,1,3,9,1,18,1,2,2,2,2, ,5,1,1,80,1,6,4,2,4,5,8,1,15,1, ,19,10,1,3,5/7/2016,.188157010001441
3958,1,8,2, ,11,1,2,9,1,17,2,2,2,2,2, ,5,1,1,80,1,6,2,2,4,5,8,1,15,1, ,19,10,1,3,5/9/2016,.188157010001441
3969,2,1,2, ,11,3,2,9,1,1,1,2,2,2,2,2, ,1,1,67,1,6,6,1,4,5,4,2,15,1, ,19,1,2,3,5/6/2016,.181383314515828
3970,1,1,2, ,11,3,2,11,1,7,1,2,2,2,2, ,5,1,1,74,7,6,6,1,4,11,4,2,15,1, ,19,1,2,3,5/7/2016,.181383314515828
3230,1,2,3,1,11,2,1,1,2, ,1,2,2,2,2, ,4,1,2,74,1,6,7,1,4,1,4,2,15,1, ,20,1,2,1,5/7/2016,1.30907798173691
3231,1,2,2, ,11,3,2,1,1,1,1,2,1,2,2, ,5,1,2,80,1,6,6,1,4,5,4,2,15,1, ,20,1,2,1,5/7/2016,1.30907798173691
3233,1,2,1, ,7,1,3,2,1,9,1,2,2,2,2, ,4,1,2,82,3,6,6,1,4,2,4,2,15,1, ,20,1,2,1,5/10/2016,1.30907798173691
3383,1,2,4, ,1,3,1,6,2, ,1,2,2,2,2, ,5,1,2,76,1,6,2,1,4,11,4,1,15,1, ,20,1,1,2,5/9/2016,.91250730855657
3469,1,2,3,3,11,3,2,8,1,17,5,1,1,1,1, ,4,1,2,75,3,6,1,2,4,3,8,1,15,1, ,20,10,1,2,5/6/2016,.804553215783772
3470,1,2,3,1,9,2,3,8,1,17,1,2,2,2,1, ,4,1,2,74,3,6,3,2,4,7,8,1,15,1, ,20,10,1,2,5/6/2016,.804553215783772
3472,1,2,2, ,11,1,2,8,2, ,2,2,2,2,1, ,3,1,2,67,4,2,3,2,4,2,8,1,15,1, ,20,10,1,2,5/5/2016,.804553215783772
3494,1,8,2, ,11,1,2,7,1,7,2,1,2,2,1, ,4,1,2,71,1,6,6,1,4,2,4,2,15,1, ,20,1,2,2,5/7/2016,.775589115612066
3552,1,2,2, ,11,1,3,7,2, ,4,2,1,2,1, ,4,1,2,79,4,6,7,2,4,5,8,2,15,1, ,20,10,2,2,5/6/2016,.683833116996778
3553,1,2,2, ,11,1,3,6,2, ,1,1,1,1,1, ,1,1,2,74,4,6,7,2,4,2,8,2,15,1, ,20,10,2,2,5/6/2016,.683833116996778
3695,1,2,2, ,11,1,4,9,1,12,4,2,2,2,2, ,2,1,2,62,1,1,1,2,4,2,7,1,15,1, ,20,13,1,3,5/6/2016,.495644674254064
3753,1,2,2, ,11,1,2,9,1,9,2,2,1,2,2, ,2,1,2,68,1,6,3,2,4,7,8,1,15,1, ,20,10,1,3,5/7/2016,.44723244858677
3772,1,2,2, ,11,4,4,10,1,7,1,2,2,2,2, ,5,1,2,85,1,6,6,1,4,5,4,2,15,1, ,20,1,2,3,5/6/2016,.431131977932029
3774,1,2,1, ,11,1,2,10,2, ,2,2,2,2,2, ,3,1,2,76,1,6,6,1,4,5,4,2,15,1, ,20,1,2,3,5/6/2016,.431131977932029
3775,1,2,2, ,11,1,2,10,1,9,1,1,1,2,2, ,4,1,2,66,2,6,8,1,4,5,4,2,15,1, ,20,1,2,3,5/7/2016,.431131977932029
3776,1,2,2, ,11,3,3,9,2, ,1,2,2,2,2, ,2,1,2,72,1,6,6,1,4,1,4,2,15,1, ,20,1,2,3,5/7/2016,.431131977932029
3777,1,2,2, ,11,1,2,11,1,7,4,2,2,2,2, ,2,1,2,79,1,6,7,1,4,5,4,2,15,1, ,20,1,2,3,5/9/2016,.431131977932029
3822,1,4,2, ,11,1,2,9,1,1,1,1,1,2,1, ,3,1,2,74,2,6,6,2,4,5,8,2,15,1, ,20,10,2,3,5/6/2016,.380126949143146
3823,1,2,2, ,11,1,2,11,2, ,1,2,2,2,2, ,3,1,2,69,1,6,6,2,4,1,8,2,15,1, ,20,10,2,3,5/7/2016,.380126949143146
3131,1,8,1, ,11,1,3,2,2, ,1,1,2,2,2, ,2,1,3,64,1,6,4,2,4,5,7,1,15,1, ,21,13,1,1,5/9/2016,1.79143858807437
3243,2,2,1, ,10,1,2,4,2, ,2,1,1,2,1,2, ,1,3,35,2,1,6,1,4,5,2,2,15,1, ,21,7,2,2,5/10/2016,1.27733510781258
3465,2,2,2, ,10,3,2,5,2, ,1,2,1,2,1,2, ,1,3,69,1,6,6,2,4,2,8,2,15,1, ,21,10,2,2,5/4/2016,.814003605071091
3626,1,1,2, ,11,3,3,11,1,4,1,2,1,2,1, ,4,1,3,67,1,6,2,1,4,1,4,1,15,1, ,21,1,1,3,5/7/2016,.603797181629186
3680,1,4,2, ,11,1,3,11,1,7,1,2,2,2,2, ,5,1,3,71,1,2,7,1,4,5,4,2,15,1, ,21,1,2,3,5/7/2016,.513199749435001
3379,1,4,2, ,11,1,2,2,2, ,5,1,1,2,1, ,4,1,6,74,1,6,2,2,4,7,8,1,15,1, ,22,10,1,1,5/6/2016,.925432985035846
3675,1,4,2, ,11,4,2,5,2, ,2,2,2,2,2, ,4,1,6,82,1,6,6,1,4,11,4,2,15,1, ,22,1,2,2,5/6/2016,.5285524533683
3849,1,7,2, ,11,1,2,11,2, ,4,2,2,2,2, ,4,1,6,75,1,6,1,1,4,3,4,1,15,1, ,22,1,1,3,5/7/2016,.345677625214462
3850,1,4,2, ,11,1,2,11,1,16,4,2,2,2,1, ,4,1,6,70,7,6,1,1,4,9,4,1,15,1, ,22,1,1,3,5/7/2016,.345677625214462
3852,1,4,3,2,8,1,2,9,1,13,6,2,2,2,2, ,4,1,6,59,1,1,7,1,4,10,3,2,15,1, ,22,4,2,3,5/7/2016,.344091222489677
3887,1,4,2, ,11,1,3,11,1,7,1,2,2,2,2, ,1,1,6,74,1,6,2,2,4,1,8,1,15,1, ,22,10,1,3,5/6/2016,.304782265723137
3889,1,4,2, ,11,1,2,10,1,1,1,2,2,2,2, ,4,1,6,68,1,6,4,2,4,2,8,1,15,1, ,22,10,1,3,5/7/2016,.304782265723137
3954,1,8,2, ,11,1,2,8,1,1,1,2,1,2,1, ,5,1,9,77,5,6,3,2,4,3,8,1,15,1, ,23,10,1,2,5/7/2016,.190373761702582
3967,1,8,3,3,8,1,4,4,2, ,1,2,2,2,2, ,3,1,9,71,1,6,8,1,4,11,4,2,15,1, ,23,1,2,2,5/7/2016,.183520262647648
3979,2,8,1, ,11,1,3,6,2, ,1,2,2,2,2,5, ,1,9,73,4,6,7,2,4,11,8,2,15,1, ,23,10,2,2,5/6/2016,.161808914942509
3994,1,8,2, ,11,1,2,11,1,7,1,1,1,2,2, ,4,1,9,67,2,6,2,2,4,2,8,1,15,1, ,23,10,1,3,5/7/2016,.105824353097611
3321,1,8,3,1,6,1,3,1,2, ,2,2,2,2,1, ,4,2, ,74,1,6,4,2,4,7,8,1,15,1, ,24,10,1,1,5/6/2016,1.09552940080185
3605,1,1,3,3,8,3,2,6,1,7,1,2,2,2,2, ,2,2, ,81,1,6,5,1,4,5,4,2,15,1, ,24,1,2,2,5/7/2016,.62570144126481
3622,2,4,2, ,11,1,2,5,2, ,2,2,1,2,1,1, ,2, ,52,2,2,7,2,4,7,7,2,15,1, ,24,13,2,2,5/5/2016,.611396174402031
3655,1,2,3,1,8,1,2,6,2, ,2,2,1,2,1, ,6,2, ,69,1,6,7,2,4,1,8,2,15,1, ,24,10,2,2,5/6/2016,.551677890105288
3844,1,1,2, ,11,1,2,9,1,7,5,2,2,1,1, ,4,2, ,66,1,6,5,1,4,10,4,2,15,1, ,24,1,2,3,5/6/2016,.347812900590455
3855,1,8,2, ,11,1,2,11,1,16,1,1,1,2,1, ,2,2, ,60,1,6,6,2,4,5,7,2,15,1, ,24,13,2,3,5/6/2016,.339860934951371
3508,1,1,2, ,11,3,2,7,2, ,1,2,2,2,2, ,4,1,1,80,1,6,4,2,5,6,8,1,15,1, ,25,10,1,2,5/6/2016,.753863426194889
3601,1,1,2, ,11,1,2,8,1,9,5,2,2,2,2, ,4,1,1,70,1,6,7,2,5,2,8,2,15,1, ,25,10,2,2,5/6/2016,.640749134316143
3212,1,2,3,2,7,1,3,6,1,9,1,2,2,2,2, ,4,1,2,83,1,6,3,2,5,1,8,1,15,1, ,26,10,1,2,5/6/2016,1.36580656896928
3278,1,2,3,3,6,1,3,6,1,7,1,2,1,2,1, ,4,1,2,70,6,6,9,2,5,3,8,2,15,1, ,26,10,2,2,5/5/2016,1.16087257492729
3402,1,5,1, ,11,1,2,7,1,12,5,2,2,1,2, ,4,1,4,42,4,3,9,1,5,10,2,2,15,1, ,28,7,2,2,5/9/2016,.888305292667638
3510,1,5,2, ,11,1,2,8,1,17,4,2,1,2,1, ,6,1,4,59,2,1,5,1,5,7,3,2,15,1, ,28,4,2,2,5/10/2016,.751921106797152
3515,1,5,3,1,8,1,3,7,2, ,1,1,1,2,1, ,3,1,4,51,3,1,4,2,5,1,7,1,15,1, ,28,13,1,2,5/5/2016,.73811751842522
3643,1,5,1, ,11,3,3,6,1,17,5,2,2,2,2, ,4,1,4,74,3,6,7,2,5,5,8,2,15,1, ,28,10,2,2,5/9/2016,.566087713562855
3794,1,5,2, ,11,1,2,10,2, ,6,2,1,2,2, ,4,1,4,62,1,6,2,2,5,1,7,1,15,1, ,28,13,1,3,5/9/2016,.410302387255414
3830,1,5,2, ,11,1,3,10,2, ,5,2,2,2,1, ,3,1,4,65,1,6,4,2,5,2,8,1,15,1, ,28,10,1,3,5/9/2016,.370225992217915
3273,1,7,4, ,1,1,2,1,2, ,6,2,1,2,1, ,3,2, ,52,3,1,6,1,5,2,3,2,15,1, ,29,4,2,1,5/9/2016,1.18617312942479
3364,1,8,3,3,11,4,3,4,2, ,4,2,1,2,1, ,4,1,9,45,3,1,2,1,5,2,2,1,15,1, ,29,7,1,2,5/9/2016,.97680728258967
3399,1,8,2, ,11,3,2,3,2, ,2,1,1,2,1, ,2,1,9,65,1,6,6,2,5,5,8,2,15,1, ,29,10,2,1,5/10/2016,.893016605938849
3451,1,7,1, ,9,3,3,8,1,12,4,1,1,1,1, ,4,2, ,37,3,4,9,1,5,7,2,2,15,1, ,29,7,2,2,5/10/2016,.830241127192223
3541,1,8,2, ,11,1,3,4,1,17,1,2,2,2,1, ,2,1,6,69,3,6,2,1,5,2,4,1,15,1, ,29,1,1,2,5/7/2016,.706011775430536
3544,2,5,2, ,11,1,2,6,1,12,4,2,2,2,2,2, ,1,6,56,3,3,7,1,5,7,3,2,15,1, ,29,4,2,2,5/9/2016,.702771707452233
3688,1,8,2, ,11,2,2,1,2, ,6,1,1,2,1, ,5,1,1,82,1,6,7,2,6,3,8,2,15,1, ,30,10,2,1,5/5/2016,.502208916062242
3950,1,8,3,2,11,1,2,9,1,7,1,2,1,2,1, ,3,1,1,70,1,6,4,2,6,11,8,1,15,1, ,30,10,1,3,5/5/2016,.194595943553483
3931,1,2,1, ,11,3,3,11,1,4,1,2,2,2,2, ,4,1,2,68,1,6,1,1,6,5,4,1,15,1, ,31,1,1,3,5/5/2016,.223610286554453
3919,1,4,2, ,11,1,3,7,1,16,3,2,2,2,2, ,1,1,6,84,1,6,6,1,6,7,4,2,15,1, ,34,1,2,2,5/7/2016,.251076052830757
3920,1,1,1, ,11,1,2,8,2, ,1,1,2,2,2, ,1,1,6,78,7,6,8,1,6,6,4,2,15,1, ,34,1,2,2,5/9/2016,.251076052830757
3893,1,8,3,2,6,1,2,6,1,12,1,1,1,1,1, ,6,2, ,44,3,3,7,1,6,7,2,2,15,1, ,35,7,2,2,4/30/2016,.302844970624825
3896,1,4,2, ,11,1,2,6,1,4,1,2,2,2,2, ,3,1,9,60,2,1,1,1,6,5,3,1,15,1, ,35,4,1,2,5/1/2016,.301602569851228
3938,1,2,3,3,8,3,3,7,1,7,1,2,1,2,1, ,4,2, ,63,2,4,7,2,6,2,7,2,15,1, ,35,13,2,2,5/6/2016,.213884337610899
3939,1,2,1, ,6,2,3,6,1,4,2,2,2,2,2, ,3,2, ,60,2,1,6,2,6,5,7,2,15,1, ,35,13,2,2,4/29/2016,.213884337610899
3125,1,1,1, ,11,1,3,2,2, ,5,2,2,2,1, ,5,1,1,62,1,4,4,2,1,7,7,1,16,1, ,1,13,1,1,5/11/2016,1.84777372716802
3220,2,4,2, ,11,1,2,6,2, ,6,2,2,2,2,4, ,1,1,34,5,1,7,1,1,1,2,2,16,1, ,1,7,2,2,5/11/2016,1.31750330082063
3221,1,4,2, ,11,1,2,7,2, ,4,2,2,2,2, ,3,1,1,46,1,1,6,1,1,7,2,2,16,1, ,1,7,2,2,5/11/2016,1.31750330082063
3224,1,1,2, ,11,1,2,8,1,12,1,1,1,1,1, ,4,1,1,52,5,1,4,1,1,6,3,1,16,1, ,1,4,1,2,5/11/2016,1.31209833366275
3228,1,8,2, ,11,1,2,6,2, ,1,1,2,2,2, ,4,1,1,38,2,1,2,2,1,7,6,1,16,1, ,1,16,1,2,5/9/2016,1.30909843560354
3229,1,4,2, ,11,1,2,7,2, ,2,1,1,1,1, ,4,1,1,32,2,2,4,2,1,7,6,1,16,1, ,1,16,1,2,5/12/2016,1.30909843560354
3301,1,1,1, ,10,3,3,6,1,5,1,2,2,2,2, ,3,1,1,62,1,6,5,1,1,5,3,2,16,1, ,1,4,2,2,5/4/2016,1.11522305263648
3302,1,4,2, ,11,3,3,7,2, ,1,2,2,2,1, ,3,1,1,57,2,1,6,1,1,7,3,2,16,1, ,1,4,2,2,5/9/2016,1.11522305263648
3305,2,8,3,3,11,3,2,4,2, ,2,2,2,2,2,4, ,1,1,27,2,1,7,2,1,2,6,2,16,1, ,1,16,2,2,5/11/2016,1.11267327768032
3306,1,1,1, ,9,3,3,6,2, ,1,2,2,2,2, ,1,1,1,37,2,2,7,2,1,7,6,2,16,1, ,1,16,2,2,5/11/2016,1.11267327768032
3322,1,8,2, ,11,1,2,7,1,16,3,1,2,1,2, ,1,1,1,51,5,4,1,2,1,3,7,1,16,1, ,1,13,1,2,5/11/2016,1.09475005377753
3355,1,8,2, ,11,1,2,7,1,1,1,2,2,2,2, ,4,1,1,70,7,6,3,2,1,5,8,1,16,1, ,1,10,1,2,5/5/2016,.987820050479254
3371,1,1,1, ,11,1,2,6,1,12,2,2,2,2,2, ,1,1,1,73,1,6,6,1,1,5,4,2,16,1, ,1,1,2,2,5/6/2016,.952258302253777
3375,1,1,2, ,11,1,2,8,2, ,4,2,2,2,2, ,4,1,1,58,5,2,7,2,1,7,7,2,16,1, ,1,13,2,2,5/10/2016,.930487041653035
3431,1,1,2, ,11,3,3,9,2, ,3,2,2,2,2, ,4,1,1,45,5,1,2,1,1,5,2,1,16,1, ,1,7,1,3,5/11/2016,.861657928815897
3526,1,1,2, ,11,1,2,9,1,12,1,2,2,2,2, ,3,1,1,51,1,1,1,1,1,7,3,1,16,1, ,1,4,1,3,5/10/2016,.729364992940782
3527,1,1,2, ,11,2,3,10,1,7,1,2,1,2,1, ,3,1,1,59,1,6,4,1,1,6,3,1,16,1, ,1,4,1,3,5/11/2016,.729364992940782
3623,1,4,3,3,11,3,2,9,1,7,1,2,2,2,2, ,4,1,1,59,2,1,4,2,1,6,7,1,16,1, ,1,13,1,3,5/9/2016,.608546131612266
3624,1,4,2, ,11,1,2,11,1,7,2,2,2,2,1, ,3,1,1,55,2,1,2,2,1,3,7,1,16,1, ,1,13,1,3,5/11/2016,.608546131612266
3659,1,1,2, ,11,1,2,11,1,13,2,2,1,2,1, ,2,1,1,72,1,6,3,2,1,10,8,1,16,1, ,1,10,1,3,5/9/2016,.549106226004665
3672,1,1,2, ,11,1,3,11,1,13,1,2,2,2,2, ,5,1,1,65,1,6,8,1,1,11,4,2,16,1, ,1,1,2,3,5/9/2016,.529338276013424
3726,1,3,1, ,11,3,3,11,1,5,1,2,2,2,2, ,3,1,1,74,1,6,7,2,1,6,8,2,16,1, ,1,10,2,3,5/5/2016,.466714960209698
3179,2,4,2, ,11,1,2,3,2, ,1,2,2,2,2,4, ,1,2,52,4,1,7,1,1,2,3,2,16,1, ,2,4,2,1,5/11/2016,1.46928645127244
3182,2,2,1, ,11,3,3,1,2, ,1,1,1,2,1,2, ,1,2,48,1,1,7,2,1,7,6,2,16,1, ,2,16,2,1,5/10/2016,1.46592716831283
3190,1,2,3,1,4,4,2,1,2, ,6,2,2,2,2, ,4,1,2,51,4,1,2,2,1,7,7,1,16,1, ,2,13,1,1,5/11/2016,1.44231364097295
3422,1,2,1, ,11,1,3,7,2, ,4,2,2,2,2, ,2,1,2,40,2,2,7,2,1,7,6,2,16,1, ,2,16,2,2,5/11/2016,.868517515293408
3423,2,2,1, ,9,1,3,5,2, ,1,1,1,2,1,1, ,1,2,31,2,4,7,2,1,2,6,2,16,1, ,2,16,2,2,5/11/2016,.868517515293408
3424,1,8,2, ,11,3,2,7,2, ,1,2,2,2,2, ,4,1,2,32,3,4,9,2,1,2,6,2,16,1, ,2,16,2,2,5/10/2016,.868517515293408
3433,1,2,2, ,11,2,3,6,2, ,1,2,2,2,2, ,3,1,2,52,2,1,1,2,1,7,7,1,16,1, ,2,13,1,2,5/10/2016,.854527214454552
3434,1,8,2, ,11,1,2,8,2, ,1,1,2,2,2, ,4,1,2,52,1,4,4,2,1,5,7,1,16,1, ,2,13,1,2,5/11/2016,.854527214454552
3559,1,1,1, ,11,3,1,9,1,2,1,2,2,2,2, ,2,1,2,44,2,1,4,1,1,9,2,1,16,1, ,2,7,1,3,5/11/2016,.67258288518281
3640,1,2,1, ,11,1,3,10,2, ,4,2,2,2,2, ,3,1,2,54,2,1,2,1,1,2,3,1,16,1, ,2,4,1,3,5/10/2016,.569319209976497
3641,1,2,1, ,11,3,3,9,1,14,1,2,2,2,2, ,1,1,2,54,2,1,4,1,1,7,3,1,16,1, ,2,4,1,3,5/5/2016,.569319209976497
3708,1,4,2, ,11,1,3,11,2, ,1,2,2,2,2, ,1,1,2,56,3,3,7,1,1,10,3,2,16,1, ,2,4,2,3,5/4/2016,.483895064101021
3709,1,2,2, ,11,1,3,10,2, ,1,2,2,2,2, ,1,1,2,57,2,1,6,1,1,1,3,2,16,1, ,2,4,2,3,5/11/2016,.483895064101021
3171,2,7,3,3,11,3,2,6,1,17,6,2,2,2,2,4, ,1,3,50,2,1,7,1,1,11,3,2,16,1, ,3,4,2,2,5/11/2016,1.51982873480594
3177,1,3,1, ,11,1,3,7,2, ,1,1,2,2,2, ,4,1,3,52,2,2,3,2,1,6,7,1,16,1, ,3,13,1,2,5/11/2016,1.49192808131789
3132,2,8,2, ,11,1,2,2,2, ,2,1,1,1,1,1, ,1,6,28,2,2,4,2,1,2,6,1,16,1, ,4,16,1,1,5/9/2016,1.78149432495944
3133,1,4,3,3,6,1,3,1,2, ,2,1,1,2,1, ,4,1,6,47,2,1,3,2,1,6,6,1,16,1, ,4,16,1,1,5/11/2016,1.78149432495944
3253,2,1,3,1,8,1,3,7,1,16,1,1,2,2,2,2, ,1,6,48,2,1,1,1,1,7,2,1,16,1, ,4,7,1,2,5/6/2016,1.24978320625343
3254,1,4,2, ,11,1,2,7,1,13,4,2,2,2,2, ,1,1,6,35,5,1,1,1,1,7,2,1,16,1, ,4,7,1,2,5/10/2016,1.24978320625343
3332,1,2,2, ,9,1,3,8,2, ,1,1,2,2,2, ,3,1,6,34,2,1,6,1,1,7,2,2,16,1, ,4,7,2,2,5/10/2016,1.06225806911969
3334,2,4,2, ,11,1,2,4,2, ,4,2,2,2,2,2, ,1,6,53,3,1,2,1,1,5,3,1,16,1, ,4,4,1,2,5/11/2016,1.05790022806289
3335,2,8,2, ,11,1,3,7,1,7,1,2,2,2,2,1, ,1,6,62,1,1,2,1,1,2,3,1,16,1, ,4,4,1,2,5/4/2016,1.05790022806289
3386,1,4,2, ,11,4,2,8,1,13,1,2,2,2,2, ,3,1,6,65,1,6,4,1,1,6,4,1,16,1, ,4,1,1,2,5/4/2016,.903311918407252
3389,1,4,3,3,6,1,3,8,2, ,1,1,1,2,1, ,3,1,6,51,4,4,6,1,1,1,3,2,16,1, ,4,4,2,2,5/10/2016,.899166389787044
3390,2,8,2, ,11,1,2,6,2, ,1,2,2,2,2,1, ,1,6,52,1,1,7,1,1,6,3,2,16,1, ,4,4,2,2,5/11/2016,.899166389787044
3392,2,4,2, ,11,3,2,7,1,7,2,2,2,1,2,5, ,1,6,28,5,1,7,2,1,2,6,2,16,1, ,4,16,2,2,5/11/2016,.897110593023625
3393,1,4,2, ,11,1,2,7,2, ,1,2,2,2,2, ,3,1,6,26,5,4,6,2,1,2,6,2,16,1, ,4,16,2,2,5/11/2016,.897110593023625
3511,1,4,2, ,11,1,2,7,1,8,1,2,2,2,2, ,3,1,6,51,2,1,7,2,1,3,7,2,16,1, ,4,13,2,2,5/10/2016,.750220031776462
3689,1,4,2, ,11,1,2,10,1,13,1,2,2,2,2, ,3,1,6,69,1,6,1,1,1,9,4,1,16,1, ,4,1,1,3,5/5/2016,.502130117910638
3692,1,4,2, ,11,2,2,10,1,7,1,2,2,2,2, ,1,1,6,55,1,6,7,1,1,7,3,2,16,1, ,4,4,2,3,5/10/2016,.499825714821905
3693,1,1,2, ,11,1,2,11,2, ,1,2,2,2,2, ,3,1,6,48,1,1,9,2,1,2,6,2,16,1, ,4,16,2,3,5/10/2016,.498682945142705
3825,2,4,2, ,11,1,3,9,1,7,1,2,2,2,2,6, ,1,6,68,1,6,6,2,1,7,8,2,16,1, ,4,10,2,3,5/4/2016,.376296387381213
3591,2,7,2, ,8,1,2,2,2, ,6,2,2,2,2,2, ,1,9,41,5,1,4,2,1,3,6,1,16,1, ,5,16,1,1,5/11/2016,.6522737061586
3648,1,6,1, ,11,1,2,3,2, ,1,2,2,2,2, ,4,1,8,56,1,3,7,1,1,10,3,2,16,1, ,5,4,2,1,5/12/2016,.555673014307236
3652,1,8,4, ,7,3,2,1,2, ,1,1,2,1,2, ,2,1,9,47,2,1,7,2,1,7,6,2,16,1, ,5,16,2,1,5/11/2016,.554402558919549
3729,2,1,3,3,11,1,3,3,2, ,2,2,2,2,2,3, ,1,9,52,2,2,7,2,1,1,7,2,16,1, ,5,13,2,1,5/11/2016,.46362612213478
3875,1,8,2, ,8,1,2,5,1,8,2,1,1,2,1, ,4,1,9,49,2,2,6,2,1,6,6,2,16,1, ,5,16,2,2,5/10/2016,.328466750158736
3876,2,8,2, ,11,1,2,6,2, ,4,2,2,2,2,5, ,1,9,42,2,4,9,2,1,7,6,2,16,1, ,5,16,2,2,5/11/2016,.328466750158736
3910,1,8,4, ,11,1,2,6,2, ,1,1,1,1,1, ,4,1,9,52,5,7,9,2,1,2,7,2,16,1, ,5,13,2,2,5/10/2016,.274684456585286
3924,1,8,3,3,6,4,2,7,1,13,1,2,2,2,2, ,5,1,9,82,1,6,7,2,1,10,8,2,16,1, ,5,10,2,2,5/9/2016,.247854579073704
3935,1,8,1, ,9,4,3,9,2, ,3,2,2,2,2, ,3,1,9,46,2,1,6,1,1,5,2,2,16,1, ,5,7,2,3,5/10/2016,.216199158084075
3972,1,6,2, ,11,3,2,11,1,14,2,2,1,2,1, ,3,1,8,62,1,2,1,2,1,2,7,1,16,1, ,5,13,1,3,5/10/2016,.179645880045822
3973,1,2,2, ,11,3,3,10,2, ,6,2,2,2,2, ,3,1,7,60,5,6,1,2,1,5,7,1,16,1, ,5,13,1,3,5/10/2016,.179645880045822
3107,1,7,1, ,11,2,3,1,2, ,2,2,2,2,2, ,2,2, ,54,6,1,7,1,1,3,3,2,16,1, ,6,4,2,1,5/11/2016,2.00780397097451
3108,1,7,2, ,1,1,2,1,2, ,1,1,2,2,2, ,4,2, ,39,2,1,7,2,1,7,6,2,16,1, ,6,16,2,1,5/10/2016,2.0032134558574
3109,1,7,3,3,1,3,3,3,2, ,1,1,2,2,2, ,2,2, ,34,5,4,7,2,1,2,6,2,16,1, ,6,16,2,1,5/11/2016,2.0032134558574
3110,2,7,2, ,1,1,2,3,2, ,2,2,2,1,2,2, ,2, ,35,4,4,9,2,1,6,6,2,16,1, ,6,16,2,1,5/10/2016,2.0032134558574
3117,1,7,3,1,1,1,3,1,2, ,4,2,2,2,2, ,4,2, ,53,3,1,4,2,1,7,7,1,16,1, ,6,13,1,1,5/10/2016,1.97094518446575
3147,2,2,4, ,6,1,3,2,2, ,5,2,2,2,2,5, ,2, ,54,4,4,7,2,1,3,7,2,16,1, ,6,13,2,1,5/4/2016,1.67521248126517
