ID,Phone_Type,Voting_Intention,EUREF_Int,EUREF_SQUEEZE,EUREF_likely,Optimism,Immigration,political_attention,Newspaper_Often,Newspaper_Read,TV_News,SOAPS_Eastenders,SOAPS_CoronationStreet,SOAPS_Hollyoaks,SOAPS_Emmerdale,PhoneResponse_Landline,PhoneResponse_Mobile,voted2015,pastvote_2015,Age,house_tenure,work_stat,work_type,gender,GOR,supermarket,Age_Gender,socialgrade_single,education_age,education_ageR,Education_still,pvbyregion_w8,bpcagegeneduc_w8,socgrade_single_w8,threeway_attention_w8,respdate,W8
3363,1,2,3,3,11,3,3,5,1,12,1,2,2,2,2, ,1,1,2,24,5,1,4,1,1,2,1,1,19,2, ,2,9,1,2,5/10/2016,.980153336317338
3119,1,3,3,1,9,3,3,7,2, ,1,2,2,2,2, ,2,1,3,30,5,1,7,1,1,7,2,2,19,2, ,3,6,2,2,5/11/2016,1.93472485696119
3287,1,4,2, ,11,1,2,8,1,7,4,2,2,2,2, ,4,1,6,48,5,1,6,1,1,7,2,2,19,2, ,4,6,2,2,5/11/2016,1.14462868415708
3445,1,8,1, ,11,3,2,3,2, ,4,2,2,2,2, ,2,1,9,29,2,1,2,1,1,9,2,1,19,2, ,5,6,1,1,5/10/2016,.832239859607723
3036,1,7,3,3,8,1,2,6,2, ,1,1,2,1,2, ,4,2, ,32,2,2,3,2,1,7,6,1,19,2, ,6,15,1,2,5/11/2016,3.06017194134049
3127,1,2,3,1,1,1,3,3,2, ,1,2,2,1,2, ,3,2, ,19,3,5,9,2,1,7,5,2,19,2,1,6,18,2,1,5/11/2016,1.8034292868561
3128,1,2,1, ,6,3,3,3,2, ,6,2,2,2,2, ,2,2, ,19,7,5,9,2,1,7,5,2,19,2,1,6,18,2,1,5/11/2016,1.8034292868561
3401,1,2,1, ,11,3,1,7,2, ,1,2,2,2,2, ,3,1,2,19,3,5,7,2,2,2,5,2,19,2,1,8,18,2,2,5/11/2016,.892676240711186
3008,1,1,2, ,6,3,3,7,1,6,1,2,2,2,2, ,4,2, ,32,5,1,4,2,2,9,6,1,19,2, ,12,15,1,2,5/10/2016,3.88511767185249
3506,2,1,1, ,11,2,3,11,2, ,1,2,2,2,2,4, ,1,1,56,2,1,2,1,3,4,3,1,19,2, ,13,3,1,3,5/5/2016,.761663615092851
3507,1,1,1, ,11,2,3,9,2, ,1,2,2,2,2, ,4,1,1,60,1,1,1,1,3,10,3,1,19,2, ,13,3,1,3,5/5/2016,.761663615092851
3703,1,7,2, ,11,1,3,11,1,13,1,2,2,2,2, ,2,1,1,68,1,1,2,1,3,11,4,1,19,2, ,13,1,1,3,5/5/2016,.49021359383214
3139,1,2,2, ,10,1,2,8,2, ,1,2,2,2,2, ,3,1,3,56,1,1,7,1,3,6,3,2,19,2, ,15,3,2,2,5/4/2016,1.72880700253485
3014,2,2,2, ,1,3,3,1,2, ,4,2,2,2,2,5, ,2, ,19,5,5,9,1,3,7,1,2,19,2,1,18,9,2,1,5/10/2016,3.59609792180479
3111,2,2,1, ,8,2,1,7,1,13,3,1,1,1,2,5, ,2, ,19,1,5,7,2,3,6,5,2,19,2, ,18,18,2,2,5/5/2016,1.99967211481646
3349,1,1,1, ,6,3,2,3,2, ,2,2,1,2,1, ,2,1,1,52,2,1,2,1,4,5,3,1,19,2, ,19,3,1,1,5/4/2016,1.00678125450154
3635,2,1,1, ,11,2,1,6,2, ,1,2,2,2,2,4, ,1,1,33,2,1,2,1,4,6,2,1,19,2, ,19,6,1,2,5/9/2016,.572341159774933
3636,2,1,2, ,10,2,3,7,1,7,1,2,2,2,2,2, ,1,1,34,1,1,1,1,4,1,2,1,19,2, ,19,6,1,2,5/10/2016,.572341159774933
3705,2,1,1, ,10,1,3,6,1,11,2,1,1,2,1,4, ,1,1,27,2,1,6,1,4,5,2,2,19,2, ,19,6,2,2,5/9/2016,.48646358201821
3719,2,1,3,3,11,3,2,8,1,7,2,1,1,2,2,1, ,1,1,52,5,3,7,2,4,5,7,2,19,2, ,19,12,2,2,5/6/2016,.471377767080852
3838,2,1,2, ,9,3,3,5,2, ,1,2,2,2,2,2, ,1,1,19,7,5,8,1,4,4,1,2,19,2,1,19,9,2,2,5/4/2016,.365714760059027
3853,2,1,3,1,11,1,3,6,2, ,2,2,2,2,2,1, ,1,1,19,1,5,8,2,4,7,5,2,19,2,1,19,18,2,2,5/10/2016,.34324449645232
3854,2,2,1, ,8,3,3,6,2, ,3,2,2,1,2,3, ,1,1,19,2,5,7,2,4,2,5,2,19,2, ,19,18,2,2,5/5/2016,.34324449645232
3953,1,1,1, ,9,2,3,9,2, ,1,2,2,2,2, ,2,1,1,19,1,5,7,2,4,7,5,2,19,2, ,19,18,2,3,5/5/2016,.190801644441579
3345,2,2,1, ,9,1,1,7,2, ,6,2,2,2,2,2, ,1,2,23,5,1,4,1,4,7,1,1,19,2, ,20,9,1,2,5/10/2016,1.02272774365032
3418,2,2,1, ,8,1,3,6,2, ,1,2,1,2,2,2, ,1,2,19,7,5,8,1,4,5,1,2,19,2,1,20,9,2,2,5/4/2016,.869271400647092
3419,2,6,3,2,10,2,1,8,1,5,1,2,2,2,2,3, ,1,2,19,7,5,8,1,4,5,1,2,19,2,1,20,9,2,2,5/4/2016,.869271400647092
3461,2,2,1, ,6,3,3,5,2, ,1,2,2,2,2,2, ,1,2,19,2,5,7,2,4,5,5,2,19,2, ,20,18,2,2,5/4/2016,.815861586082432
3462,2,2,1, ,9,1,1,7,2, ,1,2,1,2,1,4, ,1,2,19,1,5,7,2,4,7,5,2,19,2, ,20,18,2,2,5/5/2016,.815861586082432
3463,2,2,3,3,6,3,2,4,2, ,1,2,2,2,2,4, ,1,2,19,7,5,8,2,4,5,5,2,19,2,1,20,18,2,2,5/4/2016,.815861586082432
3710,2,2,2, ,11,1,2,9,1,5,1,2,1,2,2,4, ,1,2,19,4,5,9,1,4,1,1,2,19,2,1,20,9,2,3,5/10/2016,.483207784607667
3711,2,2,1, ,11,3,1,9,1,5,1,2,2,2,2,5, ,1,2,23,5,1,7,1,4,7,1,2,19,2, ,20,9,2,3,5/4/2016,.483207784607667
3882,2,6,1, ,6,2,3,2,2, ,6,2,2,2,2,1, ,1,7,19,7,5,8,2,4,2,5,2,19,2,1,23,18,2,1,5/4/2016,.325838662433456
3945,2,2,2, ,1,1,2,7,1,4,2,2,2,2,2,5, ,1,7,19,2,5,7,1,4,1,1,2,19,2, ,23,9,2,2,5/4/2016,.205687409154716
3951,2,6,1, ,5,1,3,6,2, ,1,2,2,2,2,2, ,1,7,19,5,5,7,2,4,1,5,2,19,2, ,23,18,2,2,5/4/2016,.193049553620689
3952,2,6,1, ,7,3,3,5,2, ,2,2,2,1,2,2, ,1,7,19,2,5,7,2,4,2,5,2,19,2, ,23,18,2,2,5/5/2016,.193049553620689
3992,2,3,1, ,11,3,1,9,2, ,1,2,2,2,2,1, ,1,7,19,1,5,8,2,4,7,5,2,19,2,1,23,18,2,3,5/10/2016,.10731176368521
3995,1,4,2, ,6,1,4,9,1,4,1,2,2,2,2, ,4,1,9,70,1,6,1,2,4,1,8,1,19,2, ,23,10,1,3,5/6/2016,.105824353097611
3307,2,7,4, ,1,3,2,1,2, ,1,2,2,2,2,1, ,2, ,19,1,2,7,2,4,7,5,2,19,2, ,24,18,2,1,5/4/2016,1.11092757695018
3310,2,8,3,2,6,1,2,1,2, ,1,2,2,1,2,5, ,2, ,19,7,5,8,2,4,5,5,2,19,2,1,24,18,2,1,5/4/2016,1.11092757695018
3320,2,1,2, ,1,1,3,4,2, ,1,2,2,2,2,4, ,2, ,35,2,1,2,1,4,1,2,1,19,2, ,24,6,1,2,5/10/2016,1.09749697451501
3548,2,3,3,1,11,1,4,5,2, ,3,2,2,2,2,2, ,2, ,19,7,5,8,1,4,5,1,2,19,2,1,24,9,2,2,5/4/2016,.701279011382123
3464,2,1,1, ,8,3,3,8,1,13,1,2,2,2,2,4, ,1,1,19,1,5,7,1,5,7,1,2,19,2,1,25,9,2,2,5/6/2016,.814504129160258
3742,1,2,1, ,11,2,3,9,1,4,1,2,2,2,2, ,2,1,1,20,2,1,7,1,5,7,1,2,19,2, ,25,9,2,3,5/5/2016,.452763930243587
3558,2,5,1, ,11,4,3,6,2, ,2,1,1,1,1,6, ,1,4,21,5,2,7,2,5,7,5,2,19,2, ,28,18,2,2,5/10/2016,.675382938278118
3141,1,2,1, ,3,1,3,3,2, ,2,1,1,2,1, ,1,2, ,60,3,2,1,2,5,8,7,1,19,2, ,29,12,1,1,5/9/2016,1.7214564851235
3870,1,2,1, ,9,2,1,9,1,4,1,2,2,2,2, ,2,1,2,44,2,1,1,1,6,5,2,1,19,2, ,31,6,1,3,5/5/2016,.333367538732467
3815,2,7,1, ,10,1,1,6,1,16,1,2,2,2,2,2, ,1,9,40,5,1,2,1,6,2,2,1,19,2, ,35,6,1,2,5/9/2016,.383936673554901
3153,2,1,3,2,11,1,2,9,1,7,1,2,2,2,2,3, ,1,1,49,1,1,6,1,1,1,2,2,20,3, ,1,5,2,3,5/5/2016,1.64848084445295
3218,1,1,2, ,11,2,3,9,1,13,2,2,1,2,2, ,4,1,1,57,2,2,2,2,1,7,7,1,20,3, ,1,11,1,3,5/11/2016,1.32878728959039
3018,1,2,1, ,7,3,3,7,2, ,1,2,2,2,2, ,4,2, ,25,2,1,3,2,1,7,6,1,20,3, ,6,14,1,2,5/9/2016,3.44070059413919
3048,1,1,3,2,11,2,3,6,1,2,1,1,2,1,2, ,3,1,1,20,6,5,9,1,2,7,1,2,20,3,1,7,8,2,2,5/11/2016,2.86652532712681
3065,1,1,2, ,11,1,3,7,1,13,1,1,2,2,2, ,3,1,1,20,6,5,7,2,2,6,5,2,20,3,1,7,17,2,2,5/11/2016,2.53609157008369
3196,2,1,2, ,11,1,3,9,1,1,1,2,2,2,2,1, ,1,1,57,5,1,1,1,2,11,3,1,20,3, ,7,2,1,3,5/4/2016,1.42937160052088
3056,2,2,2, ,5,2,1,6,2, ,1,2,2,2,2,2, ,1,2,45,1,1,7,1,2,6,2,2,20,3, ,8,5,2,2,5/10/2016,2.64277264314348
3160,1,2,1, ,11,2,1,11,1,4,4,2,2,2,2, ,2,1,2,37,2,2,3,2,2,3,6,1,20,3, ,8,14,1,3,5/11/2016,1.59791650837363
3676,1,8,3,3,11,4,1,11,1,7,5,2,2,2,2, ,3,1,9,54,7,1,1,1,2,9,3,1,20,3, ,11,2,1,3,5/11/2016,.521504194717158
3246,1,1,2, ,11,2,3,11,1,7,4,2,2,2,2, ,4,1,1,59,1,6,2,1,3,7,3,1,20,3, ,13,2,1,3,5/5/2016,1.2700894472073
3072,2,2,1, ,9,1,3,8,2, ,2,2,2,1,2,5, ,1,2,45,5,3,4,2,3,6,6,1,20,3, ,14,14,1,2,5/5/2016,2.39357667423524
3151,2,2,1, ,6,1,2,2,2, ,2,2,1,2,1,4, ,1,1,20,7,5,8,2,4,2,5,2,20,3,1,19,17,2,1,5/4/2016,1.6557872378051
3237,2,3,1, ,11,2,1,8,1,9,1,2,2,2,2,1, ,1,1,20,5,1,3,1,4,7,1,1,20,3, ,19,8,1,2,5/5/2016,1.30456648496219
3318,1,1,2, ,11,1,2,7,2, ,1,2,2,2,2, ,2,1,1,44,2,1,2,2,4,2,6,1,20,3, ,19,14,1,2,4/29/2016,1.10531269824138
3619,2,4,2, ,11,1,2,11,1,4,4,2,2,2,2,4, ,1,1,20,7,5,8,1,4,1,1,2,20,3,1,19,8,2,3,5/4/2016,.616368026569856
3960,1,1,3,2,11,1,3,11,1,1,2,2,1,2,1, ,5,1,1,81,1,6,1,2,4,6,8,1,20,3, ,19,10,1,3,5/5/2016,.188157010001441
3962,1,3,1, ,11,3,3,11,1,7,1,2,2,2,2, ,5,1,1,80,1,6,3,2,4,2,8,1,20,3, ,19,10,1,3,5/9/2016,.188157010001441
3050,1,2,1, ,9,3,1,8,1,13,1,2,2,2,2, ,4,1,2,39,2,1,2,1,4,6,2,1,20,3, ,20,5,1,2,5/8/2016,2.84175712723385
3078,1,2,1, ,10,3,3,8,2, ,1,2,2,1,2, ,2,1,2,20,7,5,9,2,4,2,5,2,20,3, ,20,17,2,2,5/4/2016,2.33175878233337
3079,2,2,1, ,11,1,3,8,2, ,1,2,2,2,2,3, ,1,2,20,2,5,7,2,4,5,5,2,20,3, ,20,17,2,2,5/4/2016,2.33175878233337
3080,1,8,3,1,11,4,1,7,2, ,1,2,2,2,2, ,3,1,2,20,4,5,7,2,4,5,5,2,20,3,1,20,17,2,2,5/6/2016,2.33175878233337
3038,2,1,1, ,11,2,3,1,2, ,5,2,2,2,2,1, ,1,6,20,2,1,6,1,4,7,1,2,20,3, ,22,8,2,1,5/5/2016,3.03154956971747
3062,1,1,2, ,10,3,2,3,2, ,1,2,2,2,2, ,3,1,6,29,2,2,7,2,4,5,6,2,20,3, ,22,14,2,1,5/4/2016,2.56852392988926
3374,2,6,1, ,10,3,3,2,2, ,3,2,2,2,2,2, ,1,9,20,7,5,8,2,4,7,5,2,20,3,1,23,17,2,1,5/4/2016,.931257428605303
3653,2,6,1, ,10,2,3,7,1,14,1,1,2,2,2,2, ,1,7,20,2,5,7,2,4,5,5,2,20,3, ,23,17,2,2,5/4/2016,.551741863766457
3101,2,1,1, ,11,3,3,4,2, ,1,2,2,2,2,2, ,2, ,22,5,1,7,1,4,7,1,2,20,3, ,24,8,2,2,5/4/2016,2.12622844391043
3122,2,2,1, ,11,3,3,6,2, ,1,2,2,2,2,2, ,2, ,20,5,5,7,2,4,5,5,2,20,3, ,24,17,2,2,5/4/2016,1.88113113170302
3331,1,2,1, ,11,1,2,6,2, ,1,1,1,2,2, ,2,1,2,44,2,1,6,1,6,7,2,2,20,3, ,31,5,2,2,5/4/2016,1.06477833943229
3477,1,8,2, ,8,3,3,7,1,9,3,2,2,2,2, ,2,2, ,33,2,1,1,1,6,5,2,1,20,3, ,35,5,1,2,5/6/2016,.802007950710333
3025,1,1,1, ,11,3,3,7,2, ,4,2,2,2,2, ,4,1,1,48,1,1,2,2,1,7,6,1,21,3, ,1,14,1,2,5/11/2016,3.22567883217164
3026,1,1,3,1,7,3,2,6,1,7,5,2,2,2,2, ,4,1,1,49,1,2,1,2,1,9,6,1,21,3, ,1,14,1,2,5/10/2016,3.22567883217164
3118,1,1,2, ,11,1,2,9,1,2,1,2,2,2,2, ,2,1,1,47,1,1,2,1,1,5,2,1,21,3, ,1,5,1,3,5/10/2016,1.93949449302383
3130,2,1,4, ,1,3,3,9,1,14,1,2,2,2,2,3, ,1,1,45,5,1,2,2,1,6,6,1,21,3, ,1,14,1,3,5/11/2016,1.79307995315297
3610,1,1,3,1,6,2,1,10,1,13,2,2,2,2,2, ,4,1,1,86,1,6,1,1,1,9,4,1,21,3, ,1,1,1,3,5/4/2016,.622784714016774
3081,2,2,1, ,11,3,2,8,1,12,1,2,1,2,1,2, ,1,2,31,2,1,6,1,1,7,2,2,21,3, ,2,5,2,2,5/5/2016,2.31481505002747
3098,1,8,3,3,11,1,3,8,2, ,1,2,2,2,2, ,4,1,2,35,2,1,7,2,1,3,6,2,21,3, ,2,14,2,2,5/11/2016,2.14006715481303
3250,1,2,1, ,11,4,1,9,2, ,1,2,2,2,2, ,4,1,2,51,2,4,3,1,1,6,3,1,21,3, ,2,2,1,3,5/11/2016,1.25949899426103
3342,1,3,1, ,11,3,3,11,1,4,1,2,2,2,2, ,3,1,2,52,1,2,4,2,1,6,7,1,21,3, ,2,11,1,3,5/4/2016,1.03720926731924
3269,1,8,4, ,11,4,3,2,2, ,1,2,1,2,1, ,4,1,9,62,7,1,1,2,1,1,7,1,21,3, ,5,11,1,1,5/9/2016,1.1910623661959
3372,2,8,1, ,11,1,3,7,2, ,2,1,2,2,2,1, ,1,9,33,2,1,1,2,1,2,6,1,21,3, ,5,14,1,2,5/11/2016,.952236621758478
3468,1,2,3,1,11,1,3,7,2, ,1,1,1,1,1, ,3,1,7,30,1,3,7,2,1,5,6,2,21,3, ,5,14,2,2,5/10/2016,.809357199002965
3002,1,7,1, ,9,3,3,3,2, ,1,2,1,2,2, ,4,2, ,34,2,1,1,2,1,6,6,1,21,3, ,6,14,1,1,5/10/2016,5.80738602292298
3041,1,8,3,3,6,1,3,7,1,13,1,2,2,2,2, ,3,2, ,44,3,2,7,2,1,7,6,2,21,3, ,6,14,2,2,5/11/2016,2.92443677532352
3063,1,7,4, ,1,2,4,6,2, ,3,2,2,2,2, ,2,2, ,51,2,2,1,2,1,7,7,1,21,3, ,6,11,1,2,5/4/2016,2.54977989617187
3340,1,2,1, ,10,1,3,8,2, ,1,2,1,2,2, ,4,2, ,75,1,2,1,2,1,7,8,1,21,3, ,6,10,1,2,5/4/2016,1.05366752594473
3049,1,1,1, ,11,3,3,8,1,14,3,2,2,2,2, ,3,1,1,31,2,4,4,2,2,6,6,1,21,3, ,7,14,1,2,5/10/2016,2.85745481429109
3198,1,1,2, ,11,1,3,9,2, ,4,2,2,2,2, ,2,1,1,53,2,1,1,1,2,6,3,1,21,3, ,7,2,1,3,5/11/2016,1.42937160052088
3091,1,2,1, ,11,3,3,4,1,17,4,2,2,2,2, ,2,1,2,61,1,1,7,1,2,7,3,2,21,3, ,8,2,2,2,5/11/2016,2.1986603955443
3037,2,3,1, ,11,3,1,8,2, ,1,2,2,2,2,3, ,1,3,38,2,1,1,1,2,6,2,1,21,3, ,9,5,1,2,5/11/2016,3.05419914091638
3059,2,8,3,1,11,2,3,9,1,7,1,2,2,2,2,5, ,2, ,31,5,1,1,1,2,6,2,1,21,3, ,12,5,1,3,5/9/2016,2.62647128700964
3412,1,1,2, ,11,3,3,6,2, ,1,2,2,2,2, ,2,1,1,67,1,6,1,1,3,2,4,1,21,3, ,13,1,1,2,5/7/2016,.881874570114175
3493,1,6,2, ,9,1,1,6,2, ,1,2,1,2,1, ,1,1,1,72,1,6,1,2,3,6,8,1,21,3, ,13,10,1,2,5/5/2016,.77754448063065
3771,1,8,3,3,11,3,3,9,1,14,1,2,2,2,2, ,5,1,1,79,1,6,1,2,3,8,8,1,21,3, ,13,10,1,3,5/5/2016,.432218919936593
3071,1,2,1, ,9,1,3,8,1,4,1,1,2,1,2, ,3,1,2,35,2,1,1,2,3,6,6,1,21,3, ,14,14,1,2,4/29/2016,2.39357667423524
3096,1,1,2, ,11,3,3,6,2, ,1,2,2,2,2, ,4,1,2,64,1,2,2,1,3,6,3,1,21,3, ,14,2,1,2,5/7/2016,2.15394490601312
3134,1,2,1, ,11,3,1,6,1,4,1,2,2,2,2, ,4,1,2,61,1,6,1,2,3,1,7,1,21,3, ,14,11,1,2,5/9/2016,1.77379388788051
3135,1,2,2, ,11,1,2,7,1,7,1,2,2,2,2, ,2,1,2,50,1,1,1,2,3,7,7,1,21,3, ,14,11,1,2,5/5/2016,1.77379388788051
3276,2,8,1, ,11,2,3,9,1,18,1,2,2,2,2,5, ,1,2,21,5,2,5,2,3,6,5,2,21,3,1,14,17,2,3,5/9/2016,1.18089540783858
3265,2,1,1, ,11,3,3,8,1,2,1,2,2,2,2,4, ,1,1,27,2,1,4,1,4,1,2,1,21,3, ,19,5,1,2,5/10/2016,1.19556737419259
3315,2,2,1, ,5,1,2,4,2, ,1,2,1,2,1,2, ,1,1,37,2,1,4,2,4,1,6,1,21,3, ,19,14,1,2,5/4/2016,1.10531269824138
3316,2,1,1, ,11,1,3,4,1,7,1,2,2,2,2,2, ,1,1,41,2,2,1,2,4,7,6,1,21,3, ,19,14,1,2,5/4/2016,1.10531269824138
3564,2,8,1, ,11,2,3,9,1,4,1,2,2,2,2,1, ,1,1,40,2,1,1,1,4,1,2,1,21,3, ,19,5,1,3,5/10/2016,.664588138759376
3565,2,1,1, ,11,3,2,9,1,7,4,2,1,2,2,4, ,1,1,29,2,1,1,1,4,1,2,1,21,3, ,19,5,1,3,5/9/2016,.664588138759376
3566,1,1,2, ,11,1,3,9,1,7,1,2,1,2,2, ,4,1,1,27,5,2,4,1,4,7,2,1,21,3, ,19,5,1,3,5/5/2016,.664588138759376
3567,2,1,2, ,10,1,3,9,1,4,3,2,2,2,2,4, ,1,1,33,2,1,1,1,4,3,2,1,21,3, ,19,5,1,3,5/9/2016,.664588138759376
3867,1,1,1, ,11,1,3,8,1,14,1,2,2,2,2, ,2,1,1,71,1,6,1,2,4,9,8,1,21,3, ,19,10,1,2,5/5/2016,.338486905293385
3963,1,1,2, ,11,1,3,9,1,14,1,2,2,2,2, ,3,1,1,68,1,6,1,2,4,7,8,1,21,3, ,19,10,1,3,5/9/2016,.188157010001441
3052,2,2,1, ,11,3,3,7,2, ,1,2,2,2,1,2, ,1,2,31,2,1,3,1,4,7,2,1,21,3, ,20,5,1,2,5/9/2016,2.84175712723385
3297,1,2,1, ,11,1,4,11,1,7,1,2,2,2,2, ,3,1,2,64,2,1,5,1,4,1,3,2,21,3, ,20,2,2,3,5/6/2016,1.11701548552442
3219,1,4,2, ,11,1,3,7,2, ,1,2,2,2,2, ,3,1,6,55,2,1,1,2,4,5,7,1,21,3, ,22,11,1,2,5/4/2016,1.3268146547177
3397,1,4,1, ,11,3,3,9,1,18,1,2,2,2,2, ,3,1,6,62,1,6,1,1,4,1,3,1,21,3, ,22,2,1,3,5/5/2016,.895612666487793
3740,2,8,1, ,11,1,3,8,1,13,1,2,1,2,2,1, ,1,9,58,1,1,4,2,4,6,7,1,21,3, ,23,11,1,2,5/10/2016,.460687245640064
3886,1,2,1, ,11,2,1,9,1,5,5,2,2,2,2, ,2,1,7,21,5,5,7,2,4,7,5,2,21,3,1,23,17,2,3,5/5/2016,.30670048901578
3009,2,1,1, ,11,1,1,2,2, ,1,2,2,2,2,2, ,2, ,42,2,2,1,1,4,7,2,1,21,3, ,24,5,1,1,5/5/2016,3.86951219850646
3032,2,3,1, ,11,1,3,3,1,12,1,2,2,2,2,4, ,2, ,21,5,2,7,2,4,7,5,2,21,3, ,24,17,2,1,5/10/2016,3.1750669210061
3326,2,2,2, ,11,1,2,9,1,13,4,1,2,2,2,4, ,2, ,41,2,1,6,1,4,3,2,2,21,3, ,24,5,2,3,5/9/2016,1.08316917566423
3211,1,1,1, ,11,3,1,9,2, ,1,2,2,2,2, ,3,1,1,42,2,2,1,2,5,7,6,1,21,3, ,25,14,1,3,5/6/2016,1.36840449459338
3004,2,1,1, ,10,1,3,7,2, ,1,2,2,2,2,3, ,1,2,47,2,2,4,2,5,7,6,1,21,3, ,26,14,1,2,5/10/2016,4.45997561623469
3165,1,8,2, ,11,1,2,11,2, ,2,1,1,2,1, ,2,1,2,56,3,6,7,2,5,2,7,2,21,3, ,26,11,2,3,5/5/2016,1.56157259781178
3192,1,3,1, ,10,3,3,8,1,4,1,2,2,2,2, ,3,1,3,44,2,1,2,1,5,6,2,1,21,3, ,27,5,1,2,5/6/2016,1.43478208691378
3075,1,5,1, ,11,4,3,5,1,7,6,2,2,2,2, ,2,1,4,48,2,1,2,1,5,1,2,1,21,3, ,28,5,1,2,5/9/2016,2.35245084608024
3092,1,5,1, ,9,3,3,7,3, ,1,1,2,2,2, ,2,1,4,21,6,5,8,1,5,2,1,2,21,3,1,28,8,2,2,5/10/2016,2.18176551917977
3261,1,5,1, ,11,2,1,10,1,16,5,2,2,2,2, ,6,1,4,21,3,1,6,1,5,1,1,2,21,3, ,28,8,2,3,5/9/2016,1.21279278516636
3175,1,2,1, ,11,1,3,6,2, ,1,2,2,2,2, ,2,1,9,54,1,1,1,2,5,6,7,1,21,3, ,29,11,1,2,5/6/2016,1.50636239518873
3638,1,8,1, ,11,3,3,9,1,7,1,2,2,2,2, ,6,1,1,62,7,6,1,1,6,7,3,1,21,3, ,30,2,1,3,5/3/2016,.571826551259911
3039,1,5,3,3,7,3,4,3,2, ,1,1,2,1,2, ,1,1,5,45,2,1,1,1,6,7,2,1,21,3, ,33,5,1,1,5/9/2016,3.02316397842681
3485,1,8,2, ,11,1,2,7,2, ,1,2,2,2,2, ,1,1,6,27,1,1,6,1,6,2,2,2,21,3, ,34,5,2,2,5/9/2016,.781908436150695
3514,1,8,3,3,9,1,2,7,1,16,2,2,2,2,2, ,4,2, ,36,2,1,1,2,6,2,6,1,21,3, ,35,14,1,2,5/3/2016,.741463501886995
3022,1,1,3,2,11,3,3,6,2, ,1,2,2,2,2, ,1,1,1,36,2,2,3,2,1,10,6,1,22,3, ,1,14,1,2,5/5/2016,3.22567883217164
3024,1,1,1, ,11,3,1,8,1,13,1,2,2,2,2, ,4,1,1,49,2,1,1,2,1,7,6,1,22,3, ,1,14,1,2,5/11/2016,3.22567883217164
3027,2,8,3,2,11,1,2,4,1,14,1,1,1,1,2,4, ,1,1,33,2,2,3,2,1,7,6,1,22,3, ,1,14,1,2,5/11/2016,3.22567883217164
3073,1,8,2, ,11,3,3,6,2, ,1,2,2,2,2, ,2,1,1,52,2,1,4,2,1,7,7,1,22,3, ,1,11,1,2,5/11/2016,2.39043497472239
3157,1,1,1, ,11,3,3,10,2, ,1,1,2,2,2, ,4,1,1,55,5,1,1,1,1,7,3,1,22,3, ,1,2,1,3,5/10/2016,1.61356662301285
3173,1,2,1, ,11,2,3,9,1,4,1,2,1,2,2, ,2,1,2,33,2,1,1,1,1,7,2,1,22,3, ,2,5,1,3,5/10/2016,1.51390796543446
3005,1,8,1, ,11,2,1,8,2, ,1,2,2,2,2, ,2,1,3,31,2,1,4,2,1,7,6,1,22,3, ,3,14,1,2,5/12/2016,4.39596309168809
3105,2,8,1, ,6,1,3,9,1,13,1,1,2,2,2,5, ,1,3,28,5,1,8,2,1,5,6,2,22,3, ,3,14,2,3,5/11/2016,2.07695899513795
3216,1,2,1, ,11,2,1,8,1,14,5,2,2,2,2, ,1,1,3,93,1,6,1,2,1,7,8,1,22,3, ,3,10,1,2,5/4/2016,1.34620360831546
3871,1,2,1, ,11,1,3,8,2, ,3,2,2,2,2, ,2,1,7,67,1,6,1,1,1,2,4,1,22,3, ,5,1,1,2,5/4/2016,.330737294293737
3017,1,2,1, ,9,1,2,5,2, ,2,2,1,2,1, ,3,2, ,25,2,1,1,2,1,7,6,1,22,3, ,6,14,1,2,5/5/2016,3.44070059413919
3034,1,1,2, ,11,4,3,7,1,14,1,2,2,2,2, ,3,1,1,49,7,1,1,1,2,9,2,1,22,3, ,7,5,1,2,5/10/2016,3.09078123741045
3144,2,2,1, ,11,3,1,11,1,4,6,2,2,2,2,6, ,1,1,46,2,1,1,1,2,6,2,1,22,3, ,7,5,1,3,5/9/2016,1.71809351294001
3277,2,1,1, ,11,3,4,11,1,14,1,2,2,2,2,6, ,1,1,61,2,2,4,2,2,6,7,1,22,3, ,7,11,1,3,5/4/2016,1.17710095622031
3099,2,2,1, ,11,2,1,8,1,4,1,2,2,2,2,2, ,1,2,63,2,1,4,2,2,3,7,1,22,3, ,8,11,1,2,5/9/2016,2.13025386937486
3159,2,2,1, ,11,1,3,11,2, ,1,2,2,2,2,5, ,1,2,46,5,1,4,2,2,7,6,1,22,3, ,8,14,1,3,5/10/2016,1.59791650837363
3290,2,6,1, ,11,2,3,6,1,4,1,2,1,1,2,3, ,1,7,32,2,1,1,1,2,6,2,1,22,3, ,11,5,1,2,5/11/2016,1.12766713685599
3170,2,1,2, ,11,1,2,10,1,14,1,2,2,2,2,2, ,1,1,33,2,1,2,1,3,9,2,1,22,3, ,13,5,1,3,5/9/2016,1.52663760725709
3341,1,1,4, ,11,1,2,9,1,7,2,2,2,2,1, ,4,1,1,52,1,1,1,2,3,6,7,1,22,3, ,13,11,1,3,5/5/2016,1.04593060492334
3444,1,2,1, ,11,3,1,10,2, ,1,2,2,2,2, ,3,1,2,52,2,1,7,2,3,6,7,2,22,3, ,14,11,2,3,5/5/2016,.838063717577622
